gasuut,v.         ni: gasud.,ni: gasud,,,
gasyyn,v.,,,,
gasyyp,v.         ni: gas'yyb.,ni: gas'yyb,,,
gas'ỹỹ däk,v.,,,,
gatang[LE15],v.         ni: gataa.,ni: gataa,,,
gataak,v.         ni: gataag.       naëng gataag n'aa n.,ni: gataag,,,
gataga,v.         ni: gatagaa.,ni: gatagaa,,,
gatat'uuk,v.         ni: gatatug.,ni: gatatug,,,
gatatsó[LE16],v.         ni: gatatsoo.,ni: gatatsoo,,,
gatedyyt,v.         ni: gated'yyd.,ni: gated'yyd,,,
gatëë,v.         ni: gat'ëë.,ni: gat'ëë,,,
gatëëh,v.         ni: gatëh.,ni: gatëh,,,
gatong,v.         ni: gatoo.         p: getoh.,ni: gatoo,p: getoh,,
gatoj,n.,,,,
gaton,n.,,,,
gatóng,v.         ni: gatoo.,ni: gatoo,,,
gatỹỹj,n. esp.,,,,
gatsabak,v.         ni: gatsabag.         p: gatsebak.,ni: gatsabag,p: gatsebak,,
gatsë,n op.,,,,
gatsëk,v.         ni: gatsëg.       w'oo gatsëg n.        sẽẽj nuu getsëk[LE17] v.,ni: gatsëg,,,
gatsi,v.        ni: gatsii.,ni: gatsii,,,
gats'iip,v.         ni: gatsiib.,ni: gatsiib,,,
gatsooh,n op.,,,,
gatsũũk,n. esp.,,,,
gawabak,v.        ni: gawabag.       poo gawabak v.,ni: gawabag,,,
gawabók,v.         ni: gawabóg.,ni: gawabóg,,,
gawagot,v.         ni: gawagod.       tëg gawagot doo n.,ni: gawagod,,,
gawahãng,v.         ni: gawahãã/h.         p: gawehãh.,ni: gawahãã/h,p: gawehãh,,
gawahé,v.         ni: gawahee.,ni: gawahee,,,
gawahëët,v.         ni: gawah'ëëd.,ni: gawah'ëëd,,,
gawajaah,v.         ni: gawaja/h.,ni: gawaja/h,,,
gawak,v.         ni: gawag.       h'yy gawak v.        ty gawak v.        ty newak[LE18] v.,ni: gawag,,,
gawakaa,n.,,,,
gawak'aap,n.,,,,
gawakẽẽt,v.         ni: gawak'ẽẽd.       noo gawakẽẽt v.,ni: gawak'ẽẽd,,,
gawakë,v.         ni: gawakëë.       noo gawakë doo n.,ni: gawakëë,,,
gawakõ,n op.,,,,
gawaraa,v.         ni: gawar'aa.,ni: gawar'aa,,,
gawar'ëëb,n.,,,,
gawarip,"v. 	ni: gawarib.",ni: gawarib,,,
gawaró,v.         ni: gawaroo.,ni: gawaroo,,,
gawäs,v.         p: gewäs.         ni: gewëëj.       dateej gawäs v.        nu gawäs v.        panyyg gawäs v.        ty gawäs v.         ni: ty gawëëj.[LE19]        p_o: ty gaw'ëës.,p: gewäs,ni: gewëëj,ni: ty gawëëj,[LE19]        p_o: ty gaw'ëës
gawasii,v.         ni: gawas'ii.,ni: gawas'ii,,,
gawatuk,v.         ni: gawatug.,ni: gawatug,,,
gawatsẽ,v.         ni: gawatĩĩ.,ni: gawatĩĩ,,,
gawatsik,v.         ni: gawatsig.,ni: gawatsig,,,
gawawék,v.,,,,
gaw'eets,n.,,,,
gawẽn,v.         ni: gawẽn.         est;hab: gaw'ẽẽn.,ni: gawẽn,est;hab: gaw'ẽẽn,,
gaw'ëëng,n.,,,,
gawëh,n. esp.,,,,
gawog,n.,,,,
gawooh,v.         ni: gawóh.,ni: gawóh,,,
tëg gewooh n'aa,n.,,,,
gawook,v.         ni: gawóg.,ni: gawóg,,,
gawõõt,v.         ni: gaw'õõd.         hab: gahewõt.,ni: gaw'õõd,hab: gahewõt,,
gawun,v.,,,,
gawyyg,n.,,,,
gawyyt,v.         ni: gaw'yyd.,ni: gaw'yyd,,,
ged'ëëk[LE20],v.,,,,
geduuh,v.         ni: geduh.,ni: geduh,,,
ged'uuk,v.         ni: geduug.,ni: geduug,,,
g'ẽẽ,onom.,,,,
g'eeh,par.,,,,
geëënh,v.,,,,
geët,v.,,,,
gehém,v.         ni: geheew.         caus: geh'eem.,ni: geheew,caus: geh'eem,,
gehonh,v.,,,,
gehỹỹh,v.         ni: gehä̃h.,ni: gehä̃h,,,
geh geh geh,onom.,,,,
gejoonh,v.         ni: gejooj.       moo gejoonh v.        ty gejoonh v.,ni: gejooj,,,
gejooh,v.         ni: gejóh.,ni: gejóh,,,
gejũũ,v.         ni: gejõ.,ni: gejõ,,,
gekanh,v.         ni: gekaaj.,ni: gekaaj,,,
gekyyt,v.         ni: gekyyd.,ni: gekyyd,,,
gemaah,v.         ni: gema/h.,ni: gema/h,,,
gen'aak,v.         ni: genaag.,ni: genaag,,,
geo,v.,,,,
geõk,v.         ni: geõg.,ni: geõg,,,
geoom,v.,,,,
gepynh,v.         ni: gepyyj.,ni: gepyyj,,,
gesés,v.         ni: geséts.       poo gesés v.,ni: geséts,,,
ges'ëënh,v.        ni: gesëëj.,ni: gesëëj,,,
getoh,v._p.         s: gatong.,s: gatong,,,
getõm,v.         hab: get'õõm.,hab: get'õõm,,,
getuu,v.        ni: getu.,ni: getu,,,
getsãm,v.,,,,
getsëëh,v.         ni: getsä.       ty getsëëh v.,ni: getsä,,,
getsi,v.         ni: getsii.,ni: getsii,,,
gewõõm,v.         ni: gew'õõw.,ni: gew'õõw,,,
g'ëëd nebaah,v.,,,,
gëëw,n.,,,,
gëëw paah,n.,,,,
g'õõ,onom.,,,,
goob n'aa,n op.,,,,
g'õõh,n op.,,,,
gõõj,n op.,,,,
g'ook,n. esp.,,,,
goor,n. esp.,,,,
goor gäh,n.,,,,
goots,n.,,,,
goré,n. esp.,,,,
gó,adv.,,,,
gód,n.,,,,
gum,n. esp.,,,,
guri-i,n. esp.,,,,
gyyj,n.,,,,
gyym,"n. esp. 	H",,,,
hä,posp.,,,,
haa,pro.hãã ?? então.,,,,
haak,n. esp.,,,,
haak sapuuw,n.,,,,
h'aaw,n. esp. h'aaw [LE21]ideo.,,,,
hab,n.,,,,
habẽ,onom.,,,,
habë,v.         ni: habëë.,ni: habëë,,,
habën,v.,,,,
haboonh,v.         ni: habooj.,ni: habooj,,,
habooj däk,v.,,,,
haboonh péh,n. esp.,,,,
hãd,adv.,,,,
häd,n op.         Is poss: hät ỹỹ,Is poss: hät ỹỹ,,,
hada,v.         ni: hadaa.         p: had'aa.,ni: hadaa,p: had'aa,,
hadë,v.         ni: hadëë.,ni: hadëë,,,
hadoo,v.        ni: hado.         p: hedoo.,ni: hado,p: hedoo,,
had'yyt hẽ,adv.,,,,
häd hããnh,v.,,,,
häd tapaa,v.         ni: häd tapa.       ky n'aa tapaa v.        ky katapaa n.,ni: häd tapa,,,
haëënh,v.         ni: ahëëj.[LE22],ni: ahëëj,,,
haëënh[LE23],v.,,,,
haëëk,v.         ni: haëg.,ni: haëg,,,
haët,"v. 	ni: haëd.       geët v.        ty heët v.        kaët v.         ni: kaëd.",ni: haëd,ni: kaëd,,
hag'ããs,v.         ni: hagãã.       mo hag'ããs v.         ni: mo hagãã.,ni: hagãã,ni: mo hagãã,,
hä̃h,intj.,,,,
hahanh,v.         ni: hahaaj.,ni: hahaaj,,,
hahããnh,v.         ni: hahããj.,ni: hahããj,,,
hah'aak,v.         ni: hahaag.       eh'aak v.,ni: hahaag,,,
hahãd,n.        nabuuj hahãd n.,,,,
hahëëk,v.         ni: hah'ëëg.       hehëëk v.,ni: hah'ëëg,,,
hahëëm,v.        ni: hahëëw.,ni: hahëëw,,,
hahëën,v.,,,,
hahëën[LE24],v.,,,,
hahëët,v.,,,,
hahiin,v.        ty hahiin v.,,,,
hahiin péh,n.,,,,
hahõd,n.,,,,
hahót,v.         ni: hahód.        caus: hah'oot.,ni: hahód,caus: hah'oot,,
hahus,v.,,,,
ni: hahut,s.,,,,
hahũũnh,"v.	ni: hahũũj.",ni: hahũũj,,,
hahỹỹh,pro.,,,,
haj'aa,"v.	ni: hajaa.       moo haj'aa v.",ni: hajaa,,,
Hajaad,n.,,,,
hajaar,n. boto.,,,,
hajẽm,v.         ni: hajẽẽw.         est;hab: haj'ẽẽm.hajõk adv_h.         ni: hajõõ/h.         não_humano: hajõng.,ni: hajẽẽw,est;hab: haj'ẽẽm,ni: hajõõ/h,não_humano: hajõng
hajõs,v.         ni: hajõts.         hab: hej'õõs.,ni: hajõts,hab: hej'õõs,,
haju,v.         ni: hajuu.,ni: hajuu,,,
hajuuk,v.         ni: hajug.,ni: hajug,,,
häj n'aa,n.,,,,
hakoot,v.         ni: hak'ood.,ni: hak'ood,,,
hamäh,intj.,,,,
hamam,v. hanaa v op.         ni: hanaa.       tä mahen'aa doo n.        moo ganaa v.,ni: hanaa,,,
hanyyh,v.         ni: hanyy/h.,ni: hanyy/h,,,
haóh,v.,,,,
hapäh,v.        ni: hapëë/h.         p: hap'ëë/h.       ty kepäh v.        ty gahapäh v.        kanapëë wät v.        manapëë wät v.        nepëë wät v.,ni: hapëë/h,p: hap'ëë/h,,
hapees,v.         ni: hapeets.,ni: hapeets,,,
harë v/,par.,,,,
har'ëëng,n.,,,,
harum,n.,,,,
haruunh,n. esp.,,,,
haruuh,n. esp.,,,,
haruum,n. esp.,,,,
haseem,v.         ni: haseew.,ni: haseew,,,
haseer,n.,,,,
hasëëm,v.,,,,
hasõk,v.         ni: hasõg.         est;hab: has'õõk.,ni: hasõg,est;hab: has'õõk,,
hasoo,v.         ni: has'oo.        n_p: heso.,ni: has'oo,n_p: heso,,
hasoos,v.         ni: has'ooj.,ni: has'ooj,,,
has'op,v.,,,,
hasung,v.,,,,
hasus,v.         ni: hasuts.       ty gasus v.        ty nesuts is v.,ni: hasuts,,,
hasus doo,n. esp.,,,,
hata,n.         p: hataa.,p: hataa,,,
hatäng,v.         ni: hatëë/h.,ni: hatëë/h,,,
hataak,v.         ni: hatag.,ni: hatag,,,
hatëng,v.         ni: hatëë.,ni: hatëë,,,
hatook,v.         ni: hatog.,ni: hatog,,,
hatóng,"v. 	ni: hatoo.",ni: hatoo,,,
hatsóh,"v. 	ni: hatsóh.",ni: hatsóh,,,
hatsuuk,"v.	ni: hatsug.",ni: hatsug,,,
hawak,"v. 	ni: hawag.",ni: hawag,,,
hawëëk,"v.	ni: hawäg.",ni: hawäg,,,
hawoonh,"v. 	ni: hawooj.       s'yyd gawoonh v.",ni: hawooj,,,
hawób,v.,,,,
hawun,v.,,,,
hawuuk,v.         ni: hawuug.,ni: hawuug,,,
hawyyt,v.         ni: hawyyd.,ni: hawyyd,,,
hawyyt [LE25],v.         ni: haw'yyd.,ni: haw'yyd,,,
hawy däk,v.,,,,
hẽ,suf.        da hẽ adv. hẽ [LE26]exclam.,,,,
hẽnh,posp.,,,,
heb'ooh doo,n_p.,,,,
hebyng,v.         ni: hebyy.,ni: hebyy,,,
hebyy n'aa,n op.,,,,
hedoo,v.,,,,
heduuh,v.         ni: heduh.       nu_heduuh v.,ni: heduh,,,
hedyyk,v.         ni: hedyyg.,ni: hedyyg,,,
heen n'aa,n op.        papỹỹj heen n'aa n.        moo heen n'aa n op.        nabuuj heen n'aa n op.,,,,
hẽẽ meme,onom.,,,,
hegõnh,v.         ni: hegõj.         hab: heg'õõnh.,ni: hegõj,hab: heg'õõnh,,
hehä,n.,,,,
hehä̃nh,v.         ni: hehä̃j.        est;hab: heh'ỹỹnh.,ni: hehä̃j,est;hab: heh'ỹỹnh,,
hehaa,v.         ni: heh'aa.,ni: heh'aa,,,
hehaas,v.        ni: hehats.,ni: hehats,,,
heh'äät,adj.,,,,
hehëëk,v.,,,,
hehëën,v.,,,,
heh'oos,v.         ni: hehoots.         est;hab: hehos.,ni: hehoots,est;hab: hehos,,
hehut,n.,,,,
hehuut,v.         ni: hehud.,ni: hehud,,,
hejat,v.         ni: hejad.,ni: hejad,,,
hejeej,n.,,,,
hejẽh,v.         ni: hejẽh.         est;hab: hej'ẽẽh .,ni: hejẽh,est;hab: hej'ẽẽh,,
hejoonh,v.         ni: hejooj.         n: hejój.,ni: hejooj,n: hejój,,
heju,"v. 	        ni: hejuu.",ni: hejuu,,,
hejuu,v.         ni: heju.        hab: hejuu.,ni: heju,hab: hejuu,,
hemaanh,v.         ni: hem'aaj.,ni: hem'aaj,,,
hẽn dor,n. esp.,,,,
hepät,v.,,,,
hep'ees,v.         ni: hepeets.,ni: hepeets,,,
hep'ëëh doo,n.,,,,
hep'õp,v.,,,,
hepũũ,v.         ni: hepõ.       s'yyd ma hepũũ v.,ni: hepõ,,,
her'oot,v.         ni: her'ood.       ner'oot v.,ni: her'ood,,,
hesëënh,v.         ni: hesëëj.,ni: hesëëj,,,
hetäk doo,n. esp.,,,,
hetëk doo,n.,,,,
hetõt,v.         ni: hetõd.         hab: het'õõt.,ni: hetõd,hab: het'õõt,,
hetuuk péh,n. esp.,,,,
hetsẽẽs,v.         ni: hetsẽs.         est;hab: hets'ẽẽs.,ni: hetsẽs,est;hab: hets'ẽẽs,,
hets'iip,v.         ni: hetsiib.,ni: hetsiib,,,
hetsooh,v.        ni: hets'oo/h.,ni: hets'oo/h,,,
hetsoot,v.         ni: hetsód.,ni: hetsód,,,
hets'yyt,v.         ni: hetsyyd.         hab: hetsyd.,ni: hetsyyd,hab: hetsyd,,
heuk,v.         ni: heuug.,ni: heuug,,,
hewaat,"v.	ni: hewad.",ni: hewad,,,
hewag däk,v.,,,,
hewag wät,v.,,,,
hew'ëëh,n.,,,,
hewi,v.,,,,
hewoonh,v.,,,,
hewyk,v.,,,,
hewyyh,"v. 	        ni: hewyh.",ni: hewyh,,,
hew'yyt doo,n.,,,,
hë,n op.,,,,
hëd,n. esp.,,,,
hëd n'aa,adv.,,,,
hëë,n.,,,,
h'ëëd,n op.        ta h'ëëd n.,,,,
hëëj,n.,,,,
hëëj häng,v.         p: hëëj ebëëh.,p: hëëj ebëëh,,,
hëëw,n. esp.,,,,
h'ëëw,n. esp.,,,,
hëëw t'ëëh,n.,,,,
hën naa,n.,,,,
hii,intj.,,,,
h'ĩĩw,onom.,,,,
hii nooh,n. esp.,,,,
hii oow,n. esp.,,,,
hin,v.,,,,
hiruuh,n. esp. hitsãã exclam.,,,,
hob,n. [LE27],,,,
hog,n.,,,,
hog tä n'aa,n.,,,,
hoonh,n.,,,,
h'oo,n. esp.,,,,
hoob,n. esp.,,,,
hood,n op.,,,,
hood t'ëëh,n. esp.,,,,
hood tëg,n.,,,,
hooh,n op.       ta_hoo_gakä n.,,,,
h'ooh,n.,,,,
hõõh,n.,,,,
hooh ebang,v.         ni: hooh ebaa/h,ni: hooh ebaa/h,,,
hõõh etsëk,v.,,,,
hooh hoh hoh hoh hoh,onom.,,,,
hooh papa,n op.,,,,
hooj,n. esp.,,,,
hõõ bä,adv.,,,,
hoo gad'ooh,adj.,,,,
hoo kaanh,v.         ni: hoo kaaj.,ni: hoo kaaj,,,
hoo rong,n. esp.,,,,
hub,n op. corpo.,,,,
hũũg,onom.,,,,
h'uuh,n. esp.,,,,
huuj,n. esp.,,,,
hũũt,n.         1 poss: hõt ỹỹ.,1 poss: hõt ỹỹ,,,
hũũts,onom.,,,,
hyb n'aa,par.,,,,
hyb n'aa esee,v.         ni: hyb n'aa es'ee.        est;hab: hyb n'aa esé.,ni: hyb n'aa es'ee,est;hab: hyb n'aa esé,,
hyb n'aa gadoo,v.         ni: hyb n'aa gado.,ni: hyb n'aa gado,,,
hyb n'aa mabaan,v.,,,,
hyb n'aa matakëë,v.         ni: hyb n'aa matakä.,ni: hyb n'aa matakä,,,
hyb n'aa newëë,v.         ni: hyb n'aa newë.,ni: hyb n'aa newë,,,
hyb n'aa p'eed,v.         ni: hyb n'aa peed.,ni: hyb n'aa peed,,,
hyb n'aa péh,v.,,,,
hyb n'aa sëm,v.         ni: hyb n'aa sëëw.,ni: hyb n'aa sëëw,,,
hyb n'aa tón,v.,,,,
h'yyb,n op.         1s poss: hëp ỹỹ.,1s poss: hëp ỹỹ,,,
h'ỹỹb,n.,,,,
h'yyb däk,v.,,,,
h'yyb däng doo,v.         p: h'yyb kajëk.,p: h'yyb kajëk,,,
h'yyb ebang,v.,,,,
h'yyb edah,v.,,,,
h'yyb eh,v.         ni: h'yyb ee.,ni: h'yyb ee,,,
h'yyb ehót,v.         ni: h'yyb ehód.,ni: h'yyb ehód,,,
h'yyb etsu,v.,,,,
h'yyb hadoo,v.,,,,
h'yyb hajaa hẽ,v.,,,,
h'yyb hejój n'aa,n.,,,,
h'yyb jawëën,v.,,,,
h'yyb jawyk,v.         ni: h'yyb jawyg.,ni: h'yyb jawyg,,,
h'yyb mabaan,v.,,,,
h'yyb manepëëh,v.,,,,
h'yyb manep'ëëh,v.         ni: h'yyb manepëëh.h'yyb masoo v_idiom.,ni: h'yyb manepëëh,,,
h'yyb nahabaah,v.,,,,
h'yyb näm,v.         ni: h'yyb nyyw.,ni: h'yyb nyyw,,,
h'yyb nedëb,v. [LE28],,,,
h'yyb neỹỹm doo,n.,,,,
h'yyb nyyw däk,v.,,,,
h'yyb panas'ëëh,v.         ni: h'yyb panasä/h.,ni: h'yyb panasä/h,,,
h'ỹỹb pee,n.,,,,
h'yyb rejãã,v.         ni: h'yyb rejã.,ni: h'yyb rejã,,,
h'yyb sä̃,v.,,,,
h'yyb sawëënh,v.         ni: h'yyb sawëëj.,ni: h'yyb sawëëj,,,
h'yyb tym,n.,,,,
h'yyb tsuu,v.,,,,
h'yyb ts'uu däk,v.,,,,
h'yyb wareem,v.,,,,
h'yyb wät,v.,,,,
h'ỹỹb wooj n'aa,n.,,,,
hyyj,n op.,,,,
hỹỹj,n op.         1s_poss: hä̃j ỹỹ.,1s_poss: hä̃j ỹỹ,,,
hyyj parar'aah,v.         ni: hyyj pararaa/h.,ni: hyyj pararaa/h,,,
hyyj tsik,v.,,,,
h'yy gabaaj hõm,v.         p: h'yy gebaaj hõm.,p: h'yy gebaaj hõm,,,
h'yy gabed'ooh,v.         ni: h'yy gabedoo/h.,ni: h'yy gabedoo/h,,,
h'yy gadajang,v.         ni: h'yy gadaja/h.,ni: h'yy gadaja/h,,,
h'yy gaẽẽnh,v.         ni: h'yy gaẽẽj.         p: h'yy ga'ẽẽnh.,ni: h'yy gaẽẽj,p: h'yy ga'ẽẽnh,,
h'yy gagyy,v.         ni: h'yy gag'yy.,ni: h'yy gag'yy,,,
h'yy gahoot,v.         ni: h'yy gah'ood.         est;hab: h'yy gehot.,ni: h'yy gah'ood,est;hab: h'yy gehot,,
h'yy gahub däk,v.,,,,
h'yy gajëng,v.         ni: h'yy gajëë/h.,ni: h'yy gajëë/h,,,
h'yy gakog hõm,v.,,,,
h'yy gamasé,v.,,,,
h'yy ganäng,v.         ni: h'yy ganyy/h.         p: h'yy genäh.,ni: h'yy ganyy/h,p: h'yy genäh,,
h'yy ganapõõ,v.         ni: h'yy ganapõ.         est;hab: h'yy ganap'ũũ.,ni: h'yy ganapõ,est;hab: h'yy ganap'ũũ,,
h'yy ganenäh doo,n.,,,,
h'yy ganewäh,v.         ni: h'yy ganewä/h.,ni: h'yy ganewä/h,,,
h'yy gasakuunh,v.         ni: h'yy gasakuuj.,ni: h'yy gasakuuj,,,
h'yy gasẽ,v.,,,,
h'yy gasẽng,v.         ni: h'yy gasẽẽ.,ni: h'yy gasẽẽ,,,
h'yy gatamaah,v.         ni: h'yy gatamaa/h.,ni: h'yy gatamaa/h,,,
h'yy gatapooh,v.,,,,
h'yy gawaẽ,v.         ni: h'yy gawẽẽ.,ni: h'yy gawẽẽ,,,
h'yy gawak,v.         ni: h'yy gawag.,ni: h'yy gawag,,,
h'yy gawẽẽm,v.         ni: h'yy gawẽẽw.        p: h'yy gewẽm.,ni: h'yy gawẽẽw,p: h'yy gewẽm,,
h'yy gawõõt,v.         ni: h'yy gaw'õõd.         hab: h'yy gahewõt.,ni: h'yy gaw'õõd,hab: h'yy gahewõt,,
h'yy geho,v.,,,,
h 'yy gehot,v.         ni: gehood.,ni: gehood,,,
h'yy gehot,v.         ni: h'yy gehod.,ni: h'yy gehod,,,
h'yy kadej'oom,v.         ni: h'yy gakejoow.,ni: h'yy gakejoow,,,
h'yy ka'ee/h,v.         ni: h'yy kae/h.,ni: h'yy kae/h,,,
h'yy kajew'ëës,v.         ni: h'yy kajewëëts.,ni: h'yy kajewëëts,,,
h'yy kajooh,v.         ni: h'yy kajóh.,ni: h'yy kajóh,,,
h'yy kamasoo,v.         ni: h'yy kamaso.,ni: h'yy kamaso,,,
h'yy kamep'ëëh,v.        ni: h'yy kamepäh.,ni: h'yy kamepäh,,,
h'yy kanap'eed,v.         ni: h'yy kanapeed.,ni: h'yy kanapeed,,,
h'yy kasabee,v.         ni: h'yy kasabé.,ni: h'yy kasabé,,,
h'yy kasadä,v.         ni: h'yy kasadëë.,ni: h'yy kasadëë,,,
h'yy kasẽ,v.         est;hab: h'yy kas'ẽẽ.,est;hab: h'yy kas'ẽẽ,,,
h'yy katón,v.,,,,
h'yy kawab'aak,v.         ni: h'yy kawabaag.,ni: h'yy kawabaag,,,
h'yy kawapëën,v.,,,,
h'yy keb'aah,v.        ni: h'yy keba/h.,ni: h'yy keba/h,,,
h'yy kejỹỹk,v.         ni: h'yy kejä̃g.,ni: h'yy kejä̃g,,,
h'yy kes'oop,v.         ni: h'yy kesob.,ni: h'yy kesob,,,
h'yy kesóm,v.         ni: kesów.,ni: kesów,,,
hỹỹ pong jé,"adv. 	I",,,,
iih,onom.,,,,
is po,s.         ni: its.                J,ni: its,,,
j'aa,n op.,,,,
jää,n. esp.,,,,
jaah,adv.,,,,
jaaj,n. esp.,,,,
jaak,n. esp.,,,,
jããm hẽ,adv.,,,,
j'ããr,n. esp.,,,,
jaaw,n. esp.,,,,
j'aa gagëd,v.,,,,
j'aa ganagëd,v.         ni: gagëd.,ni: gagëd,,,
j'aa ketsë,v.         ni: j'aa ketsëë.,ni: j'aa ketsëë,,,
j'aa wadaap,v.,,,,
jäb,n. esp.,,,,
jabaanh,v.         ni: jabaaj.,ni: jabaaj,,,
jabarako,n. esp.,,,,
jabarasii,n. esp.,,,,
jabarato,n. esp.,,,,
jabaratoo,n. esp.,,,,
jabaruut,v.         ni: jabaruud.,ni: jabaruud,,,
jabas,n. esp.,,,,
jabi,n.,,,,
jabik,v.         ni: jabig.         hab: jebik.,ni: jabig,hab: jebik,,
jabuur,n. esp.,,,,
jabyyp,n. esp.,,,,
jadasõng,v.         ni: jadasõõh.,ni: jadasõõh,,,
jadatok,v.         ni: jadatog.,ni: jadatog,,,
jag,n.         1stposs: jak ỹỹ.,1stposs: jak ỹỹ,,,
jäh,n op.,,,,
jahamad,n. esp.,,,,
jahoow,n. esp.,,,,
jahuun,n.,,,,
jajé,adv.,,,,
jakabé,n. esp.,,,,
jakaro,n. esp.,,,,
jakaro yb,n.,,,,
jakaro ỹỹw,n. esp.,,,,
jakoo,n.        karapee_jakoo n. esp.,,,,
jäm,n.,,,,
jamad,n. esp.,,,,
jamasiis,n. esp.,,,,
jamasooh,n. esp.,,,,
jamasỹỹs,n. esp.,,,,
jamatod,n. esp.,,,,
jamatuuh,n. esp.,,,,
jamatuuj,n. esp.,,,,
jama rug,n. esp.,,,,
jame,n. esp.,,,,
jamog,n.,,,,
janakop,n.,,,,
janaro,n. esp.,,,,
janati,n.,,,,
janeej,n. esp.,,,,
janooh,n op.        b'aah_janooh n.,,,,
japoow hesët doo,n. esp.,,,,
japow,n. japũũn n_lg.,,,,
jarããh,n.,,,,
jaraak,n. esp.,,,,
jarããm,n. esp.,,,,
jarabed,n. esp.,,,,
jarakë,n.,,,,
jarana,n. esp.,,,,
jarataa,n.,,,,
jaratõ,n. esp.,,,,
jaratuu,n. esp.,,,,
jareet,v.         ni: jar'eed.         hab: jaherét.,ni: jar'eed,hab: jaherét,,
jari,n op.,,,,
jaroor,n op.,,,,
jasëëh,v.         ni: jasëh.,ni: jasëh,,,
jasuu,v.         ni: jasu.,ni: jasu,,,
jas ja,onom. esp.,,,,
jatad,n. esp.,,,,
jatad oow,n. esp.,,,,
jati,adv.,,,,
jat'iip,adv.,,,,
jati hawät hẽ,adv.,,,,
jatsë,n.,,,,
jatsëk,v.         ni: jatsëg.,ni: jatsëg,,,
jawa,n. esp.,,,,
jawanh,v.         ni: jawaj.,ni: jawaj,,,
jawahag,n. esp.,,,,
jawahid,n. esp.,,,,
jawajeer,n. esp.,,,,
jawäk,n. esp.,,,,
jawäk syyj,n. esp.,,,,
jawara,n. esp.,,,,
jawaraah,n. esp.,,,,
jawar na,n.,,,,
jawawym,n. esp.,,,,
jawa juur k'yy,n. esp.,,,,
jaw'eer,n. esp.,,,,
jawén,adv.,,,,
jawén buuj,adv.,,,,
jawén paa bä,adv. depois.       ta jawén paa bä adv.,,,,
jawén p'aa hẽnh,adv.,,,,
jaw'ëëj,n. esp.,,,,
jaw'ëëj h'ook,n. esp.,,,,
jaw'ëëj naëj,n. esp.,,,,
jawëën,v.        h'yyb jawëën v.        mo jawëën v.        ky jawëën v.        nu jawëën v.,,,,
jawii,n.,,,,
jawiir,n.,,,,
jawii bari,n. esp.,,,,
jawii t'ëëh,n. esp.,,,,
jawyk,v.         ni: jawyg.,ni: jawyg,,,
jawyyg n'aa,n.,,,,
j'eep,adv.,,,,
jejën,v.,,,,
jesyk,v.        ni: jesyg.,ni: jesyg,,,
jets,n.,,,,
jets jets jets,onom.,,,,
jew'ëës,v.         ni: jewëëts.,ni: jewëëts,,,
jeỹỹm,v.,,,,
j'éés j'éés,onom.,,,,
jëng,n. esp.,,,,
jëë,n. esp.,,,,
jëëb,n. esp.,,,,
j'ëëj,n. esp.,,,,
ji,pro.,,,,
ji erih doo hëëd n'aa,n.,,,,
ji jesëëk doo,n.,,,,
ji kebiin doo tób n'aa,n.,,,,
ji metẽn péh,n.,,,,
ji saroor jó dahy n'aa,n.,,,,
jõ,n.,,,,
jood,n. esp.,,,,
jooh,n.,,,,
j'ooh,n.,,,,
j'ooh dus,n.,,,,
j'ooj hẽ,adv.,,,,
jooj madäk ta h'yyb tym,n.,,,,
jook,n.,,,,
joom,n.,,,,
jõõp,n. esp.,,,,
jõõw,n.,,,,
jó,adv.,,,,
jóh,n.,,,,
jón,n. esp.,,,,
jó hetëk,v.         ni: jó hetëg.,ni: jó hetëg,,,
jó pararyh,v.         ni: jó pararyng.       noo pararyh v.        tsyym pararyh v.,ni: jó pararyng,,,
jó tëëg,n op.,,,,
jó wajaẽ,v.         ni: jó wajaĩĩ.jukiir n_lg.,ni: jó wajaĩĩ,,,
juu,n.,,,,
j'uu,n. esp.,,,,
juud,n. esp.,,,,
juum,n. esp.,,,,
j'uur,n. esp.,,,,
jyh,n. esp.,,,,
jyyd,n op.,,,,
jỹỹj,"n esp. 	K",,,,
kaaj,n.,,,,
kaari tu,onom.,,,,
kaar to,n. esp.,,,,
kaat,n.,,,,
k'ããts,n.,,,,
k'ããts nawyyd n'aa,n.,,,,
kabaar,n. esp.,,,,
kab'aa rara,n.,,,,
kabaj'aa,v.         ni: kabaja.,ni: kabaja,,,
kabajuuk,v.          ni: kabajuug.,ni: kabajuug,,,
kabakut,v.        nu kabakut v.,,,,
kabanapũũn sëëk,v.,,,,
kabaradëë,n. esp.,,,,
kabarak,v.         ni: kabarag,ni: kabarag,,,
kabaräm,v.,,,,
kabariih,n.,,,,
kabarik,v.         ni: kabarig.,ni: kabarig,,,
kabatar,n.,,,,
kabẽẽh,v.         ni: kab'ẽẽ/h,ni: kab'ẽẽ/h,,,
kabë,n.,,,,
kabëë,v.         ni;p: kab'ëë.,ni;p: kab'ëë,,,
kabõnh,v.          ni: kabõõj.         hab: kaheb'õõnh.,ni: kabõõj,hab: kaheb'õõnh,,
kaboo,v.         ni: kabo.       byy kaboo v.,ni: kabo,,,
kad,n.,,,,
kadadũũn,v.,,,,
kadap'ooh,v.         ni: kadapoong.         est;hab: kadepóh.,ni: kadapoong,est;hab: kadepóh,,
