entry_id,matches
awẽn_67ab9868-f5fd-4e70-ba5e5f6f1fc08f4,"{'gawẽn_becd4522-bfee-498e-b03469e35d3915da': ('gawẽn', 0.9090909090909091)}"
ko:k_6a2444a1-51f9-429d-83ad2dbc45c37cc7,"{'ko:k_82ddb37b-3544-4e8b-87c934ef6a494b60': ('ko:k', 1.0)}"
bo:h_6a7b644a-7672-4290-94f54f812ad24773,"{'pooh_bdd27c96-ea96-4676-845e-c97461c4e435': ('pooh', 0.875), 'mooh1_f3b52f1a-d90c-47a3-a82e-0f14c1209ae3': ('mooh', 0.875), 'ebo:h_058fbf01-f274-4cf7-a1c28b39c2d69bb2': ('ebo:h', 0.8888888888888888), 'bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467': ('bɔ:h', 0.875)}"
watu:r_6c6d6af3-914f-4223-af5b893f529f5157,"{'watoor_7c591ae2-72c2-4bc3-8498-908678de5333': ('watoor', 0.9166666666666666)}"
da:b_6c6f913f-603e-4dd7-99d1c9122d333284,"{'da:p_2c5b7407-1bb9-4ee2-b7438ad9b0f2f317': ('da:p', 0.875)}"
tug_6c751529-23ec-405f-bec2ac9a1cd2a827,"{'tug1_6c751529-23ec-405f-bec2-ac9a1cd2a826': ('tug', 1.0)}"
wapad_6d1f39e4-a447-4cba-b3ffb4b8f1eed9af,"{'mapa:d_f3c7d2d0-2b4f-4816-989082193821aa5c': ('mapa:d', 0.8636363636363636)}"
ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64,"{'ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b': ('ʃa:h', 1.0)}"
ʃɔ:p_6ed80681-abaa-4ad6-894e771dfb41aa9d,"{'ʃɔ:_39949de8-fe17-4f70-b9672053c6b26205': ('ʃɔ:', 0.8571428571428571)}"
wʌt_6f82fc68-dc2b-409a-86de9dcd3f28347f,"{'awät_94af7d8a-ba5e-4b2b-9ef7-cfa69923b978': ('awät', 0.8571428571428571)}"
pɔ̰̃:d_708f622c-e2c2-456a-a655df9b7f44ae2,"{'pɔ̰̃:n_4efe0b96-672b-40ed-9e9749828ac4667d': ('pɔ̰̃:n', 0.9166666666666666), 'pɔ̰̃:d_ab0cfaae-c21c-4d6f-a26cb1212aa99937': ('pɔ̰̃:d', 1.0)}"
ahṵ̃:m_7101b90d-ca9a-4580-9d2ad92b4ebe63d8,"{'tahũ:m_480edbaa-0ba8-4eae-968e71ba5dbe2439': ('tahũ:m', 0.8928571428571429), 'kahũũm_edb14c07-f4e4-49ef-8e80-ffbedcf5072a': ('kahũũm', 0.8928571428571429)}"
wawo̰:ʃ_713c2e49-683d-4b4c-b21acb6fbd07c006,"{'waw&apos;oos_713c2e49-683d-4b4c-b21a-cb6fbd07c005': (""waw'oos"", 1.0)}"
dakə:_72943245-797e-4342-b1592272bb0b1244,"{'akə:_46f2c675-ccd1-4908-8693cea8ae7dc036': ('akə:', 0.8888888888888888)}"
ɨh_75c83f39-6f85-4520-ac431d873a3fc10,"{'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8': ('yyh', 0.9)}"
ʌ̃h_76c0c9b7-a018-4dfc-914d28f21d9c1e81,"{'hʌ̃h_26b4ccbe-7572-4487-af0f51b8571c4cb': ('hʌ̃h', 0.8571428571428571), 'tʌ̃h_a7c9df87-679d-4f00-b9d6c15af816ae8f': ('tʌ̃h', 0.8571428571428571)}"
ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3,"{'sëëj2_676891fe-11be-4098-ba43-4c4bd187bf1f': ('sëëj', 0.8571428571428571), 'sëëw_7c511834-586a-456c-884a-02fda6ccd6aa': ('sëëw', 0.8571428571428571), 'sëën_89e12256-aa4d-4789-a64e-fc333256a009': ('sëën', 0.8571428571428571), 's’ëëh_c2500249-3e46-4056-8e86-6d258b177a45': ('s’ëëh', 0.875)}"
go:r_78eea66c-9fe0-4ee5-a7ca79a089efa99a,"{'go:_335d28a8-83a8-4e3e-9f342756b1b9ea7b': ('go:', 0.8571428571428571)}"
mɨ:j_79d22043-a50a-490e-92dc1dc765665622,"{'mɨ̰j_7cd38671-1bfe-4dd7-99cc7339b1622ddd': ('mɨ̰j', 0.875), 'mỹỹj_dfe6e587-6395-4e95-992c-85a4d3e70bac': ('mỹỹj', 0.9444444444444444)}"
ra:t_7a8a7378-0ed1-4ee0-a3ca81703d09c2b0,"{'ra:d_8bdb5180-2068-4a94-9105f4464640bb57': ('ra:d', 0.875)}"
ʃe:h_7ae1b6f3-336e-4130-bcf57e76f3853f43,"{'sẽẽ_4a265a7c-06dc-406e-acbf-361618b09a42': ('sẽẽ', 0.875)}"
ɔ:w_7b46d0e4-14b6-4aba-9b6d703bd75a6886,"{'wɔ:w_b43560f7-1fc8-4600-a7638c285c659780': ('wɔ:w', 0.8571428571428571)}"
no: kena̰:k_7c184abd-1399-4ba0-b334a56f7ead37d,"{'noo ken&apos;aak_7c184abd-1399-4ba0-b334-0a56f7ead37c': (""noo ken'aak"", 1.0)}"
mɨ̰j_7cd38671-1bfe-4dd7-99cc7339b1622ddd,"{'mɨ:j_79d22043-a50a-490e-92dc1dc765665622': ('mɨ:j', 0.875)}"
atə:h_7e4715cc-02ed-41de-b7e86d2b30d174ce,"{'atə:_0d9d214a-224c-47c4-8261fdf54959927f': ('atə:', 0.9444444444444444), 'matə:h_e7e8d396-6ffd-46a2-9c452ba9d806df55': ('matə:h', 0.9090909090909091)}"
karak_6f6f498f-e045-44a7-b814505bba4b8eb5,"{'karaak2_49cb17c7-16b1-4a6e-a0e1-c1b1b7c2654e': ('karaak', 0.9545454545454546)}"
ko:k_82ddb37b-3544-4e8b-87c934ef6a494b60,"{'ko:k_6a2444a1-51f9-429d-83ad2dbc45c37cc7': ('ko:k', 1.0)}"
aʃu:_844f59f2-271d-44ac-98c625f13b1b75d0,"{'paʃu:_1cbf64eb-ab01-4630-bed885c997349823': ('paʃu:', 0.8888888888888888)}"
cɨ:_848fc074-d423-48a0-92ca90f8e8726e7f,"{'cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc': ('cɨ:', 1.0)}"
ʃḭ:_87e2a37f-5fa9-4360-8557ae895c42d81f,"{'ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19': ('ʃi:', 0.9285714285714286)}"
wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5,"{'wʌ:ɲ_345e0be9-fd6c-4456-b6f4f3418d520ceb': ('wʌ:ɲ', 0.8571428571428571)}"
ehõ:h_8a64bc2d-367b-41f9-a4289949c286e20,"{'ehõ_e8d832f6-e4fc-46b0-89fbc0b872c4030f': ('ehõ', 0.9)}"
etə̰:h_8b0c5455-57ba-4527-b221f5feb1dc4945,"{'bet’ëëh_ca922974-ef94-4898-9d91-2105dc5d6641': ('bet’ëëh', 0.9230769230769231)}"
ra:d_8bdb5180-2068-4a94-9105f4464640bb57,"{'ra:t_7a8a7378-0ed1-4ee0-a3ca81703d09c2b0': ('ra:t', 0.875)}"
ʃo:_8d4ce206-887a-448d-a7db8239d7cbecd0,"{'soog_249fa31d-fe1c-46ef-a586-8da434b2d806': ('soog', 0.8571428571428571)}"
ʃɔ̰:_8d669ad1-8a35-4d91-bda3160c4dbf2672,"{'ʃɔ:_39949de8-fe17-4f70-b9672053c6b26205': ('ʃɔ:', 0.9285714285714286)}"
pə:_8eeb53c7-1d25-48da-8b2d51f5314aa792,"{'pëëd_575e234e-0e14-44a8-a947-b90d4f165f7b': ('pëëd', 0.8571428571428571), 'pëëw_bc51e1f0-68ce-4051-b925-7b7eef2ce693': ('pëëw', 0.8571428571428571), 'pə:w_afd1d56f-ca8f-4cca-9561cec36292ec9e': ('pə:w', 0.8571428571428571)}"
kaʃṵ:t_8f5945ef-1d1b-4b9e-85343cf3147fa00a,"{'gaʃu:t_9632a1a7-9906-4402-a57df36a3ae766f2': ('gaʃu:t', 0.8846153846153846)}"
do:_8f96a134-db02-4580-a0d5599f0a181e2,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 0.9285714285714286), 'do:_53082cdc-d65b-4949-94043a47fd80f8b6': ('do:', 1.0), 'do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2': ('do:', 1.0)}"
wə:_9485bb49-c230-459f-b30e231a60b19151,"{'waëë_860ebf6f-0614-4d29-b3a5-bc6d391c2301': ('waëë', 0.8571428571428571), 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5': ('wëë', 1.0), 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0': ('wë', 0.9), 'wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0': ('wə:j', 0.8571428571428571), 'wə_a802edee-a71f-41cf-b15a48d2cd10f3e6': ('wə', 0.9), 'wëëm_990d5cb5-98be-420d-9662-a39d1662fc24': ('wëëm', 0.8571428571428571)}"
bə:h_962a8de8-7f65-4e60-b8a4c16d27943a33,"{'bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëëh', 1.0), 'byyh_c6283908-ed9f-4529-ab22-f0a452ed88b6': ('byyh', 0.875), 'bëëh_962a8de8-7f65-4e60-b8a4-c16d27943a32': ('bëëh', 1.0), 'bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëh', 0.9285714285714286)}"
gaʃu:t_9632a1a7-9906-4402-a57df36a3ae766f2,"{'kaʃṵ:t_8f5945ef-1d1b-4b9e-85343cf3147fa00a': ('kaʃṵ:t', 0.8846153846153846)}"
bə:w_972164d7-37ea-414b-a588f329a9ce02f9,"{'pëëw_bc51e1f0-68ce-4051-b925-7b7eef2ce693': ('pëëw', 0.875), 'pə:w_afd1d56f-ca8f-4cca-9561cec36292ec9e': ('pə:w', 0.875)}"
tu_983b21ad-1243-49cf-850fb9211c029c38,"{'tũ_22152a27-e164-405e-b4b5-f3b9d7f6331d': ('tũ', 0.9)}"
wo:r_987658fd-862d-4798-a95c5b4a299259c6,"{'w’oor_3430ca49-d3b7-4b34-bff7-96d27c9662e2': ('w’oor', 0.9444444444444444), 'w&apos;oor_3430ca49-d3b7-4b34-bff7-96d27c9662e2': (""w'oor"", 0.9444444444444444)}"
mahɨ:h_99331f07-019a-4e63-ba089b2b6308fe5d,"{'maʃɨ:h_516a18a7-044b-47cb-a43b2b963878253d': ('maʃɨ:h', 0.875), 'ahɨ̃:h_f733ec49-2377-44b4-8f60a93e6a22ff4f': ('ahɨ̃:h', 0.875), 'ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e': ('ahỹỹh', 0.875)}"
ʃari_9bab4546-0543-401f-98701f73db2dbb5e,"{'sarin_a3e45e2f-99e7-44d1-a279-20f03a1e0d70': ('sarin', 0.8888888888888888)}"
etḛ̃:k_9ce91b9e-1b17-4b89-bea48a10eba076c2,"{'etḛ̃:h_4197a191-56a9-4b31-a19b7db11ecd7572': ('etḛ̃:h', 0.8928571428571429)}"
gawaja:h_a2ce689e-bdf8-4a72-86b52372cff080e9,"{'gawajaah3_473237ec-7ec5-4fc0-88e7-d5033497445e': ('gawajaah', 1.0)}"
tahoh_a4a0b6ab-42e7-4223-95dc11ad8b23e9ef,"{'tahóh_7d735435-5f43-4a8a-94db-87f4e51b960a': ('tahóh', 0.9)}"
tʌ̃h_a7c9df87-679d-4f00-b9d6c15af816ae8f,"{'ʌ̃h_76c0c9b7-a018-4dfc-914d28f21d9c1e81': ('ʌ̃h', 0.8571428571428571)}"
wə_a802edee-a71f-41cf-b15a48d2cd10f3e6,"{'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5': ('wëë', 0.9), 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0': ('wë', 1.0), 'wə:_9485bb49-c230-459f-b30e231a60b19151': ('wə:', 0.9)}"
ga̰:d hẽɲ_a823ec1b-7c9e-457a-8b307bd4fa76f089,"{'g&apos;aad hẽnh_a823ec1b-7c9e-457a-8b30-7bd4fa76f088': (""g'aad hẽnh"", 1.0)}"
adɨ:k_a8313ccc-413c-4657-b4ef14f1259891a4,"{'madyyk_09e54f3c-410b-415c-8850-75ea270e4552': ('madyyk', 0.9090909090909091), 'badɨ:k_ec4b457c-f57d-40da-9afc1a28497674a1': ('badɨ:k', 0.9090909090909091)}"
ho:h_a8ed36ac-b900-49b9-962369d3aa0f1559,"{'h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7': ('h’ooh', 0.9444444444444444), 'ho̰:_4113864d-2d85-4f29-909ef8deb4a55024': ('ho̰:', 0.875), 'hɔ:h_f900068e-bcdb-4841-8547ba76b0bd11bf': ('hɔ:h', 0.875)}"
pɔ̰̃:d_ab0cfaae-c21c-4d6f-a26cb1212aa99937,"{'pɔ̰̃:n_4efe0b96-672b-40ed-9e9749828ac4667d': ('pɔ̰̃:n', 0.9166666666666666), 'pɔ̰̃:d_708f622c-e2c2-456a-a655df9b7f44ae2': ('pɔ̰̃:d', 1.0)}"
edah_ac55eff6-e4fa-45d2-a17d90446273b3f1,"{'bedah_3284c240-33c0-4005-86e4-1121b860752b': ('bedah', 0.8888888888888888)}"
eʃo:ʃ_add3968e-1af1-48bc-8f565f24adf3025f,"{'etsoos_16359e87-c88a-48ca-b5dd-a04ea7d5f6cd': ('etsoos', 0.9)}"
pə:w_afd1d56f-ca8f-4cca-9561cec36292ec9e,"{'pëëw_bc51e1f0-68ce-4051-b925-7b7eef2ce693': ('pëëw', 1.0), 'pə:_8eeb53c7-1d25-48da-8b2d51f5314aa792': ('pə:', 0.8571428571428571), 'bə:w_972164d7-37ea-414b-a588f329a9ce02f9': ('bə:w', 0.875)}"
tɨ_aff14eee-a080-4359-931b8e0eba6379bb,"{'tɨ:_e4e003b3-b87d-4e64-853a137ee8f53b30': ('tɨ:', 0.9)}"
kawã:n_b2161ae4-e32b-4e83-b30865961453d022,"{'kamaan1_258400ae-3889-4708-a9d9-74aa043e8bbd': ('kamaan', 0.8846153846153846), 'kawajããn_afa28d54-abe7-4f7e-8f88-3198bb0aa7ca': ('kawajããn', 0.875)}"
do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 0.9285714285714286), 'do:_53082cdc-d65b-4949-94043a47fd80f8b6': ('do:', 1.0), 'do:_8f96a134-db02-4580-a0d5599f0a181e2': ('do:', 1.0)}"
wɔ:w_b43560f7-1fc8-4600-a7638c285c659780,"{'ɔ:w_7b46d0e4-14b6-4aba-9b6d703bd75a6886': ('ɔ:w', 0.8571428571428571)}"
takod_b4a9928d-a6e7-43f6-8956769d02980cfa,"{'takod2_a630902b-b26a-4906-870e-2c4c62b001b1': ('takod', 1.0)}"
ɨ̃:h_b5117bd5-2007-42dc-8931e60f4bb08b71,"{'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8': ('yyh', 0.9285714285714286)}"
makũ:h_b7eaf28f-6761-49ec-ac7fdf774057c02c,"{'makũũ_b7eaf28f-6761-49ec-ac7f-df774057c02b': ('makũũ', 0.9615384615384616)}"
ɨ̃:m_b7f8608c-1aaa-4014-b04d968cde2f7f88,"{'mỹỹm_97557290-0196-462e-8057-e1ef84dc9ee7': ('mỹỹm', 0.8888888888888888), 'ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb': ('ỹỹm', 1.0), 'eỹỹm_db33bb76-0902-4cd5-a8db-eb1f7bdaefba': ('eỹỹm', 0.8888888888888888), 'eỹỹm2_b7f8608c-1aaa-4014-b04d-968cde2f7f87': ('eỹỹm', 0.8888888888888888), 'eỹỹm1_db33bb76-0902-4cd5-a8db-eb1f7bdaefba': ('eỹỹm', 0.8888888888888888), 'ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de': ('ỹỹm', 1.0)}"
kawə̰:g_b88a3875-3619-4304-b62c9646b1161138,"{'gaw’ëëng_475a687b-0e2b-4a1c-bf41-4336e322a2b7': ('gaw’ëëng', 0.8571428571428571)}"
ahɨ̰̃:t_bc76a4f6-6266-4537-88b92837a102a9e2,"{'kahɨ̰̃:t_ea2fe099-2a0c-4037-8cc3845740fe5a86': ('kahɨ̰̃:t', 0.9333333333333333)}"
atɔn_bc968ce0-9509-4ec9-b8d1a524b3bef357,"{'tón1_a00d1bb1-25e3-4c3d-953c-57dd3b546cd4': ('tón', 0.8571428571428571)}"
kamag_bc987b37-12a6-49c4-a1b8209cf0f6a9f7,"{'kamak_dfae89f9-0470-48cd-9b48-c0d0ab77f609': ('kamak', 0.9), 'gamãg_442a9fb3-e66d-4f8c-a0fc2291cbef737b': ('gamãg', 0.8636363636363636)}"
abi:_bd3c588b-d116-42fc-b2381c92088338e3,"{'bii_fb6c7157-1b9b-4d1b-9926-dcdea3043357': ('bii', 0.8571428571428571)}"
gawẽn_becd4522-bfee-498e-b03469e35d3915da,"{'awẽn_67ab9868-f5fd-4e70-ba5e5f6f1fc08f4': ('awẽn', 0.9090909090909091)}"
ʃĩ:n_bef46c0d-3efb-4cc7-b2c41a829fc17d97,"{'esĩĩn_4c031899-2d3d-4fe6-819a-76005cb92d76': ('esĩĩn', 0.9090909090909091)}"
ha:k_c0fa3ce4-38f4-40ac-bb8c1f8ae64f94a0,"{'haa_6a83eb37-c1ab-4dc2-8210-1d9195abca43': ('haa', 0.8571428571428571), 'hã̰:k_349f393a-4584-4d98-8af48b0677f466c0': ('hã̰:k', 0.9)}"
boj_c23a0ba2-7d0a-4ada-838e7864cf0a7b9d,"{'booj_3c9337be-a478-493e-bed4-c0f035f02c63': ('booj', 0.9285714285714286)}"
kapɨ̃:j_c53cf0e0-0078-4164-94672f4e98268e6e,"{'papỹỹj_3194bd97-3568-41d3-ad94-fa7e9d5d6930': ('papỹỹj', 0.8571428571428571)}"
tahũ:k_c560af5a-d243-4a19-8738f3c43449f3b9,"{'tahũ:m_480edbaa-0ba8-4eae-968e71ba5dbe2439': ('tahũ:m', 0.8571428571428571)}"
baʃo:h_c72d9c5c-d8fc-4c06-9f6df9ef9f262f1b,"{'asooh_045c762b-0b2e-4233-a013-7e921270d050': ('asooh', 0.9090909090909091), 'masoo_9ce33e0d-aa4c-444b-921e-bcdca4f98778': ('masoo', 0.8636363636363636), 'baʃoŋ_061b4156-051a-46d0-8236cd083292686': ('baʃoŋ', 0.8636363636363636)}"
hahɨ̃:h_c9b7d1df-1bb9-48d2-a71caf0fdd38ed71,"{'ahɨ̃:h_f733ec49-2377-44b4-8f60a93e6a22ff4f': ('ahɨ̃:h', 0.9230769230769231), 'ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e': ('ahỹỹh', 0.9230769230769231), 'hahỹỹh1_c9b7d1df-1bb9-48d2-a71c-af0fdd38ed70': ('hahỹỹh', 1.0)}"
hũ:t_ccfd21a0-acc5-4821-95f9e6b5b9d5570e,"{'hũũt_fcbc9a08-ecac-4e11-b568-cad430854b14': ('hũũt', 1.0)}"
jɔ̃:p_cd1b5ad6-d2f8-4f22-ac9f5ee86062d56,"{'jóp_3058b354-3497-4b57-9fa9-605aaa741d02': ('jóp', 0.875)}"
dahẽ:m_d2ef8ac9-8765-486d-b4575cee687a455,"{'badahẽ:m_dd443ef2-4297-420e-9e768ecf6b92b8fd': ('badahẽ:m', 0.875)}"
hɨ̰̃:w_d2f0e9be-4c7f-41dc-960b912373df7380,"{'h’yyw_2ad3994d-6998-48ff-ad86-411a9a67558b': ('h’yyw', 0.9545454545454546), 's’ỹỹw_b90d8855-d8de-43c3-a4b2-c876c27d497c': ('s’ỹỹw', 0.875), 'hə̰:w_1925e868-c252-4c83-b71133d6d98f1f6a': ('hə̰:w', 0.8636363636363636), 'hḭ̃:w_1b5889d9-62f6-4a22-b429fbaee69d90ce': ('hḭ̃:w', 0.9166666666666666)}"
etɨ:_d3ed1004-2b4c-480f-85bc2da46c75a6b9,"{'tɨ:_e4e003b3-b87d-4e64-853a137ee8f53b30': ('tɨ:', 0.8571428571428571)}"
jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6,"{'jaah_73c5535f-972b-4711-b80a-904d9c468a08': ('jaah', 0.875), 'jëë_a0520e71-1c6b-440a-bfb4-073d8767e810': ('jëë', 0.9285714285714286), 'jə:_2c080526-9fce-432c-a1b147f3bcf43968': ('jə:', 0.9285714285714286)}"
kujṵj_d674eeda-bfa4-47b0-86d8ce128cfc5d93,"{'kuj&apos;uuj_d674eeda-bfa4-47b0-86d8-ce128cfc5d92': (""kuj'uuj"", 0.9615384615384616)}"
wɨm_d70249ce-c638-4f54-9217c3728f3fc3e6,"{'wɨ̰:m_eda10c90-25f4-4535-b7cf80e5d874e629': ('wɨ̰:m', 0.875)}"
po̰:p_d7c15097-e7aa-466b-b75bf54b0e2625db,"{'po̰p_663cf027-4684-4541-a231ff7dea821110': ('po̰p', 0.9444444444444444), 'p&apos;oop_225f6321-c78f-4ebb-8e0a-cedffeee98c5': (""p'oop"", 1.0)}"
wɛ̃m_d85377b8-bd2e-46c4-b056cf8c3e2a4e88,"{'wɛm_505924e7-a7a4-4f83-97104453b3e9047e': ('wɛm', 0.9285714285714286)}"
ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a,"{'ma_4264a5f5-d297-4c5e-9ce680ae7193474b': ('ma', 1.0)}"
tɔ̰̃:m_d95571f5-ea34-4361-bbc3460b2723ced7,"{'t’õõm_3cdcf804-ed94-4d32-8388-d8ed3cf4b239': ('t’õõm', 0.9166666666666666), 't&apos;õõm_6945fd07-f2f1-4af1-a00a-c25ab150e2a3': (""t'õõm"", 0.9166666666666666)}"
badahẽ:m_dd443ef2-4297-420e-9e768ecf6b92b8fd,"{'dahẽ:m_d2ef8ac9-8765-486d-b4575cee687a455': ('dahẽ:m', 0.875)}"
he:n na̰:_e00ea0a4-a593-43c3-b339f3933a66bdcb,"{'heen n&apos;aa_e00ea0a4-a593-43c3-b339-f3933a66bdca': (""heen n'aa"", 1.0)}"
puh_e25be93c-0c6b-462c-8c1d846391d9cb7e,"{'puh_57bb72df-4cf6-4402-bd614bed152962c1': ('puh', 1.0), 'pṵ:h_f3f47438-a4db-4f2e-96e195798984f94': ('pṵ:h', 0.875)}"
tɨ:ŋ_e2b5fecf-076d-455e-afca70e5369e1d23,"{'tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445': ('tyyg', 0.875), 'tɨŋ_5724ff6d-c354-4517-881fba3c003e92d3': ('tɨŋ', 0.9285714285714286), 'tɨ:_e4e003b3-b87d-4e64-853a137ee8f53b30': ('tɨ:', 0.8571428571428571), 'tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59': ('tëëng', 0.875)}"
atə:k_e4926732-ea43-4a15-986d9d6de8130da3,"{'atə:_0d9d214a-224c-47c4-8261fdf54959927f': ('atə:', 0.8888888888888888)}"
tɨ:_e4e003b3-b87d-4e64-853a137ee8f53b30,"{'tyyw_87e0c426-d593-4ca1-8704-61dc46d5dc73': ('tyyw', 0.8571428571428571), 'tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445': ('tyyg', 0.8571428571428571), 'tɨ:p_13f20b79-cfed-486c-8791fb295eb27378': ('tɨ:p', 0.8571428571428571), 'tɨ_aff14eee-a080-4359-931b8e0eba6379bb': ('tɨ', 0.9), 'etɨ:_d3ed1004-2b4c-480f-85bc2da46c75a6b9': ('etɨ:', 0.8571428571428571), 'tɨ:ŋ_e2b5fecf-076d-455e-afca70e5369e1d23': ('tɨ:ŋ', 0.8571428571428571)}"
ajəm_e532759c-75f9-441c-967df4322a5dd35d,"{'jëm_5c2a82e1-ebb7-4287-90df-d3a28ccaa053': ('jëm', 0.8571428571428571), 'ajäm_a28f3a39-1a03-4329-9382-9bab24145953': ('ajäm', 0.875)}"
bi:n_e6e5bae8-d2ad-412e-b701c994681eb9d6,"{'bii_fb6c7157-1b9b-4d1b-9926-dcdea3043357': ('bii', 0.8571428571428571), 'biin1_b2e517bb-acfb-4a33-9270-f9596069cab5': ('biin', 1.0)}"
matə:h_e7e8d396-6ffd-46a2-9c452ba9d806df55,"{'atə:h_7e4715cc-02ed-41de-b7e86d2b30d174ce': ('atə:h', 0.9090909090909091)}"
ehõ_e8d832f6-e4fc-46b0-89fbc0b872c4030f,"{'ehõ:h_8a64bc2d-367b-41f9-a4289949c286e20': ('ehõ:h', 0.9)}"
kahɨ̰̃:t_ea2fe099-2a0c-4037-8cc3845740fe5a86,"{'ahɨ̰̃:t_bc76a4f6-6266-4537-88b92837a102a9e2': ('ahɨ̰̃:t', 0.9333333333333333)}"
ə:n_eb201827-9f6d-4018-a8dde4f259bf9839,"{'sëën_89e12256-aa4d-4789-a64e-fc333256a009': ('sëën', 0.8571428571428571), 'ëën_fe7eb662-ab08-4960-beed-46e3474784d5': ('ëën', 1.0)}"
gõ̰:h_eb41f0ed-d6f9-4d6e-85b336781b9f4841,"{'gɔ̰̃:_3d7b5908-83e6-4232-ad557eb73347179c': ('gɔ̰̃:', 0.8636363636363636)}"
jo:m_eb5c00b0-2af8-40ce-b71faab109532ced,"{'juum_288ff678-6dc5-4fc1-961d-0886a4bc84a4': ('juum', 0.875), 'ejoom_6619529f-3c74-4534-9c94-58b32e97e01a': ('ejoom', 0.8888888888888888)}"
badɨ:k_ec4b457c-f57d-40da-9afc1a28497674a1,"{'madyyk_09e54f3c-410b-415c-8850-75ea270e4552': ('madyyk', 0.9166666666666666), 'adɨ:k_a8313ccc-413c-4657-b4ef14f1259891a4': ('adyyk', 0.9090909090909091)}"
wɨ̰:m_eda10c90-25f4-4535-b7cf80e5d874e629,"{'wɨm_d70249ce-c638-4f54-9217c3728f3fc3e6': ('wɨm', 0.875)}"
pɛh_ee911202-c9b9-436e-8f4e23aff9b0cbb7,"{'péh_ee911202-c9b9-436e-8f4e-23aff9b0cbb6': ('péh', 1.0)}"
mapa:d_f3c7d2d0-2b4f-4816-989082193821aa5c,"{'wapad_6d1f39e4-a447-4cba-b3ffb4b8f1eed9af': ('wapad', 0.8636363636363636)}"
pṵ:h_f3f47438-a4db-4f2e-96e195798984f94,"{'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 0.9), 'po̰:h_0978090e-f818-4a26-b58cf420dbef4260': ('po̰:h', 0.9), 'puh_57bb72df-4cf6-4402-bd614bed152962c1': ('puh', 0.875), 'puh_e25be93c-0c6b-462c-8c1d846391d9cb7e': ('puh', 0.875), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 0.9)}"
ahɨ̃:h_f733ec49-2377-44b4-8f60a93e6a22ff4f,"{'aɨ̃:_19e218c6-b4ae-40c8-b4d6d7227c76b973': ('aɨ̃:', 0.9), 'mahɨ:h_99331f07-019a-4e63-ba089b2b6308fe5d': ('mahɨ:h', 0.875), 'hahɨ̃:h_c9b7d1df-1bb9-48d2-a71caf0fdd38ed71': ('hahɨ̃:h', 0.9230769230769231), 'ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e': ('ahỹỹh', 1.0), 'hahỹỹh1_c9b7d1df-1bb9-48d2-a71c-af0fdd38ed70': ('hahỹỹh', 0.9230769230769231)}"
hɔ:h_f900068e-bcdb-4841-8547ba76b0bd11bf,"{'ho:h_a8ed36ac-b900-49b9-962369d3aa0f1559': ('ho:h', 0.875)}"
na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e,"{'na_0126d0ce-96ed-408a-bd2866f3a4628410': ('na', 1.0), 'na_502c638d-8616-4812-b9667966da16815c': ('na', 1.0)}"
aʃək_fcd2a200-7c82-4ef6-8810d5f7c93bd8fd,"{'asëëk_a66ea5e8-0c6b-4415-bf0f-ed7c04faaca2': ('asëëk', 0.9444444444444444)}"
