,bibliography,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
ỹ2_44326e66-729c-4ee4-bb17-3fab46c26650,,2020-01-26T04:33:01Z,2020-01-26T04:33:01Z,ỹ,stem,,{},,['d47c4abb-2b8d-45ef-b642-adddb3d5eed2'],,
tah&apos;ëët ub_459c3c9d-f5bf-421b-a570-ddb9e6e06b65,,2019-12-02T02:25:31Z,2019-12-02T02:26:49Z,tah'ëët ub,phrase,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},tahəʔət ub,['d97fe683-6767-4a80-b56a-7de2eb2d6885'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
mɨh_48a57db1-f031-4fb0-a057-d5006fb63d43,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,mɨh,stem,{'bibliography': 'Weir 1994'},{},mɨh,['0dd17887-8c82-4044-89f2-d01810b1a001'],,
p&apos;ooj_48aff069-4380-4bd8-9798-ba08efaa4c7d,,2020-01-24T01:59:19Z,2020-01-24T01:59:19Z,p'ooj,stem,,{},,['aed7b41b-dc64-44d9-8776-1a17b0db14fa'],,
kaoom_4938a4e2-9691-4b61-b3a2-0233be15194f,,2020-01-08T17:38:57Z,2020-01-08T17:39:30Z,kaoom,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},ka'o:m,['c66988a8-7cf2-40d1-b09a-457b1e20e579'],,
wog_498db3e4-f431-454a-9be0-f767c01c3ed5,,2018-03-08T07:17:53Z,2018-07-06T18:31:16Z,wog,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},wog˺,['41600425-e2dd-4ad8-98e7-8451ffe4dde6'],,
nxoo_4b7dce3a-006c-458c-ba0c-bb5e1c53defd,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,nxoo,stem,{'bibliography': 'Weir 1994'},{},no̰ːʔ,['a78ce748-7706-4866-9dd9-47f3493c7f10'],,
hahiin_4bcf73a7-26da-4805-a046-fe9271f5bcc2,,2018-07-07T18:14:41Z,2018-07-07T18:15:30Z,hahiin,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},haˈhi:dn,['254f244f-4991-48fb-901b-854eddda65f0'],,
madohoro_4c036b11-ae24-404b-bbac-0687c029e6a1,,2019-12-04T23:31:56Z,2019-12-04T23:33:58Z,madohoro,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},madoʔhoɾoʔ,['6d988335-4072-4e9c-b2be-e506df6c7789'],,
tón2_4d78c40b-dc3b-49b4-94e7-e7eead74ebae,,2020-01-25T04:49:48Z,2020-01-25T04:49:48Z,tón,stem,,{},,['c8cc55f0-2bb4-4b6a-916a-c71f05ad1fd8'],,
jawyk_4e1f40a1-8c39-45c3-86b9-92a152d8e952,,2018-07-06T20:37:24Z,2018-07-06T20:38:13Z,jawyk,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},jaˈwɨk˺,['09cf758e-2dba-455a-9678-dcae682566d1'],,
nahẽn_4e79a2ef-2933-4d6d-8d4f-964236158951,,2019-12-04T23:29:23Z,2019-12-04T23:30:51Z,nahẽn,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},nahɛ̃dn,['7a4a2a29-ca83-49e1-88c2-4977e9b6cf03'],,
hapaleeh_4eefa06d-9d21-4ded-a3a6-0923b0c4d903,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,hapaleeh,stem,{'bibliography': 'Weir 1994'},{},hapaɾeːh,['0516d4f4-5091-414f-bf2d-45515a3b5bcf'],,
bawät_502f994c-e0e8-444f-94d4-e196e8844ad6,,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z,bawät,stem,{'bibliography': 'SIL 2011'},{},bawʌt,['6b90578b-7110-4ea2-adb2-9630a1b18fb1'],,
paam_507b60c0-f8bd-4deb-87bd-f5e13faedf4a,,2019-11-05T15:14:15Z,2019-11-05T15:15:17Z,paam,root,{'bibliography': 'Epps/Obert; fieldnotes 2019'},{},[pa:m],['f7ddf7ca-e1ee-4b2d-a1d1-a6144365bc77'],,
tamɛːʔ_507bc40f-6bb9-446c-9aab-0a875a05c74c,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,tamɛːʔ,stem,,{},,['25bcae45-59b5-4631-98fc-a9ef4b5c55a7'],,
ganebëëh_519371ad-8e47-436a-b8ee-7bea8506ff09,,2018-07-10T23:10:09Z,2018-07-10T23:11:10Z,ganebëëh,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},k’aneʔˈbǝ:h,['96c6ae87-80bf-4259-96bf-3a7dcadd4b79'],,
babʌʔ_5218fe78-92c7-4850-b139-d29849e7363b,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,babʌʔ,stem,,{},,['3c76e2d9-5808-43fb-84eb-701a50f9009f'],,
kas&apos;aag_523b72bb-98b3-4577-99d1-32895c155098,,2020-01-26T04:20:36Z,2020-01-26T04:20:36Z,kas'aag,stem,,{},,['5aff104e-f314-46e6-b95a-d8449f69a8f1'],,
ajãn_542c8377-02d7-46b2-a5d5-238ce60994a9,,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z,ajãn,stem,{'bibliography': 'SIL 2011'},{},ajãn,['94752aa3-6cac-44de-8142-28dfde28d1a7'],,
ma3_54731d58-1347-4780-981b-8e439d93d277,,2018-06-20T05:09:54Z,2018-07-02T14:45:01Z,ma,stem,{'bibliography': 'Weir 1990; Weir 1994'},{},maʔ,['b2919b14-4b08-4224-8e86-bb17b0e489d0'],,
hawät4_54c34f11-38da-42ad-bbea-ba9bc67ea772,,2020-01-26T04:52:10Z,2020-01-26T04:52:10Z,hawät,stem,,{},,['31077bd5-ad62-4f1f-ae89-dbe718537822'],,
e_54d70d59-50e3-4b3e-b770-27abc31d002f,,2020-01-26T04:51:34Z,2020-01-26T04:51:34Z,e,stem,,{},,['e8d772bd-9542-4821-a602-b6dedf23d0b1'],,
tëëg yb gabuuj_56450a3f-79eb-42ae-a019-69e52ec13302,,2020-01-08T02:43:29Z,2020-01-08T02:45:36Z,tëëg yb gabuuj,phrase,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},tə:g̚ ʔɨb̚ g'a'bu:j,['93174cff-eaba-4d71-8d1a-5aa7f25338bb'],,"{'tëëg yb_f8951250-2fb0-48b9-b08c-6e0875754bde': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}, 'abuuj_ca2e4d7b-85b5-4e4f-85c1-ca6b3ed3a14d': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
heh&apos;ëët ub_566a78c1-1652-473a-9a64-1619652f7c75,,2019-12-20T15:16:16Z,2019-12-20T15:19:53Z,heh'ëët ub,phrase,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},he'hǝʔǝt ubʔ,['d25d866d-7d44-4c74-bd7f-223ea355bdd0'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
aju_56ea33aa-145e-4f13-a0ce-5192ec690e52,,2018-07-27T20:13:24Z,2018-07-27T20:14:09Z,aju,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},ʔaˈjuʔ,['aad23cec-165e-476b-982d-1ce2333d251a'],,
pëëd_575e234e-0e14-44a8-a947-b90d4f165f7b,,2018-08-24T00:32:53Z,2020-01-08T02:35:59Z,pëëd,root,{'bibliography': 'Fielnotes Epps/Obert; 2018'},{},pǝ:d˺,['6dbc31e9-a0e9-4739-93fa-9cc1d31ce07f'],,
baːh_596a8d5b-6bfc-4eab-af6a-25899b14ff12,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,baːh,stem,,{},,['df04ebfd-dfe5-4375-aa76-0dacf4fe4ace'],,
yiti_5bfb89d7-3578-42e9-8438-80ffbbac6144,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,yiti,stem,{'bibliography': 'Weir 1986'},{},jitiʔ,['834ef68f-d3e2-47c7-8452-6b2a93779466'],,
näm_5cf1c1ee-468b-43e5-a884-2f810ecea400,,2020-01-25T04:27:20Z,2020-01-25T04:27:20Z,näm,stem,,{},,['b4b9184e-0ddc-468a-be04-571b11847b2f'],,
tsahë_5cfa9979-b8ca-4393-9234-ec3d6f1654a4,,2018-07-10T23:58:39Z,2018-07-10T23:59:34Z,tsahë,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},tʃ’ahǝʔ,['aad8289a-65f0-4d5a-8f63-b4710165cd58'],,
sëëk_5e93b904-f881-49c4-9fdf-44fd821acf23,,2020-01-26T04:34:56Z,2020-01-26T04:34:56Z,sëëk,stem,,{},,['cbb5b042-d03b-4e3e-8f67-72d7ad4bd309'],,
hyb n&apos;aa_5ef1ef1c-464b-45e0-b875-d2a39c507c2f,,2019-11-05T15:25:12Z,2019-11-05T15:28:55Z,hyb n'aa,phrase,{'bibliography': 'Obert/Epps; fieldnotes 2019'},{},hɨb naʔa,['e7d75496-4bad-45c3-bc22-31294f485769'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
j&apos;ëënh_60322ccb-8870-44da-9735-720951bfeb23,,2020-01-24T01:56:38Z,2020-01-24T01:56:38Z,j'ëënh,stem,,{},,['bc74b389-9020-4b6b-9494-f958b9eba27f'],,
hʹỹỹb_619d57b3-8d4b-4700-b236-f85239dd9576,,2018-03-23T16:05:51Z,2020-01-08T04:11:39Z,hʹỹỹb,stem,{'bibliography': 'SIL 2011'},{},hɨ̰̃:b,['cfc7f5da-eebf-4bb8-a424-7f4ceb0deef0'],,
aanh_62913159-562d-47ef-be16-d31135de400e,,2020-01-24T20:45:26Z,2020-01-24T20:45:26Z,aanh,stem,,{},,['51409a4c-d775-41d5-8cd7-15a632837091'],,
mäh_63073248-c558-4fc1-8f4c-63527c9e11c7,,2018-03-08T07:17:53Z,2019-11-05T19:48:12Z,mäh,stem,"{'bibliography': 'Epps/Obert; fieldwork 2019, SIL 2011'}",{},mʌh,['f32eca7d-3619-4f93-b6fa-8152c459e7b3'],,
ak_63f18da8-cfd5-498c-a4cd-aeb7e6383111,,2020-01-26T04:25:28Z,2020-01-26T04:25:28Z,ak,stem,,{},,['59fde522-d4d8-4691-a804-45a38044f2d1'],,
te_65610b14-f318-42a9-813c-d756108d531d,,2020-01-26T04:46:57Z,2020-01-26T04:46:57Z,te,stem,,{},,['9c20bbf0-93a1-4bb3-9234-0863cd867994'],,
nyyts_6764351b-0ba4-40fa-a5e6-97cb0ce7b83f,,2020-01-26T04:27:59Z,2020-01-26T04:27:59Z,nyyts,stem,,{},,['b95b33c0-6b45-42ea-a6b2-fe592beb0d44'],,
paawä_677bdab2-0a3d-4cd2-baf5-fa4d83f56c34,,2018-03-08T07:17:53Z,2019-11-06T14:23:50Z,paawä,stem,"{'bibliography': 'Fieldnotes Epps/Obert; 2018, SIL 2011', 'Note': 'Check modal/ contrafractualidade/conditional'}",{},pa:wʌ,['c932387c-b92b-4c8d-9f30-df52446dc4b6'],,
gãã_6a465dca-9d3c-48a7-b70a-23b463f0896c,,2020-01-26T05:00:14Z,2020-01-26T05:00:14Z,gãã,stem,,{},,['fe44b81c-83a1-43a7-8376-aaa1b8ffdc67'],,
apëëh_6a9e3b06-de1f-422d-a058-053dfc248b66,,2018-07-27T20:10:59Z,2018-07-27T20:11:40Z,apëëh,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},ʔaˈpǝ:h,['9e115803-4f5c-4b6a-8e46-1329d406801f'],,
jõ_6bd57da2-d0d4-485e-99cf-70d3bfdd204b,,2020-01-26T04:56:58Z,2020-01-26T04:56:58Z,jõ,stem,,{},,['5d1e3701-b76e-4b63-8b94-aca4be86cbe3'],,
ỹỹm2_6df4a3ea-6f27-4a2f-b09a-82cb9d62d1a3,,2020-01-26T04:42:36Z,2020-01-26T04:42:36Z,ỹỹm,stem,,{},,['975d00fc-94bf-42d2-8aba-096ded5facee'],,
g&apos;ãã_6f2499bd-c34b-480a-8de3-e9a0cefa5c9b,,2020-01-25T04:32:15Z,2020-01-25T04:32:15Z,g'ãã,stem,,{},,['6a70927d-6913-4647-b596-98f925bbca76'],,
kën_6f5b9df8-599e-4700-8e19-161b33fa21a9,,2019-12-21T01:00:06Z,2019-12-21T01:00:51Z,kën,stem,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},kǝn,['3c5d68ec-1a0e-4bb2-90f5-bc95c1170844'],,
ʔɛːj_71537484-6042-45a2-b10b-0e64b182d75e,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,ʔɛːj,stem,,{},,['38c77ac4-32ef-4b11-bdda-6cc0046a77d3'],,
doo6_71c71e5c-3cfb-4726-91ff-2548014eb29d,,2020-01-24T02:01:06Z,2020-01-24T02:01:06Z,doo,stem,,{},,['2fa4666d-c0f5-4604-928e-b2fd06507c94'],,
tamaːh_71db4032-746b-4431-8e46-c8e548fc84e8,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,tamaːh,stem,,{},,['cd0fc3fb-83fc-4473-938c-989573ab1b1c'],,
ub_73c90a3f-cfeb-471d-ae53-3c6573e4e5ec,,2019-12-02T13:39:17Z,2019-12-02T13:40:33Z,ub,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},ub,['a1f09468-b050-4f00-922b-bf4596b293ae'],,
nuu k’ëë_740bd66c-bce6-41f0-b0db-badc43e94128,,2018-07-07T17:41:08Z,2020-01-08T16:20:15Z,nuu k’ëë,phrase,"{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': 'problem: nũ kǝʔeʔ or  nũ kɨʔɨʔ'}",{},nũ: kǝʔeʔ,['60ce194c-de53-425d-94f3-03645fc7df79'],,"{'nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}, 'k’ëë_33265ec6-c2f0-40d5-a1eb-edc43610b9ea': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
ji ma poo oow péh_7461304a-4ba5-4aec-bdc6-221a73962407,,2018-07-27T19:46:56Z,2018-07-27T19:47:24Z,ji ma poo oow péh,phrase,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},ji ma po: ˈʔo:w ˈpɛh,['2a168e51-005e-4508-91cf-1ae4015b6b8f'],,
tii bä_75358cb5-8680-43f0-bb72-90e5bd7595ff,,2018-03-29T04:44:15Z,2018-06-20T01:46:10Z,tii bä,phrase,{'bibliography': 'SIL 2011'},{},ti: bʌ,['abfc15c4-237b-492b-9f4b-9561ad21d541'],,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'null_1': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
wah’ëë säg_761d05d9-bb09-467e-b1fc-f9eb4975877a,,2018-07-07T17:52:06Z,2018-07-07T17:52:52Z,wah’ëë säg,phrase,{'Note': 'problem:  wahˈhǝʔǝʔ ʃʌg˺ or waˈhɨʔɨʔ  ʃʌg'},{},wahˈhǝʔǝʔ ʃʌg˺,['21a71259-4fd3-49a8-b2eb-2a178c69ac6b'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
tim&apos;_77676753-2ac5-4095-983b-14ede5b69bea,,2020-01-26T04:43:17Z,2020-01-26T04:43:17Z,tim',stem,,{},,['55bee82f-c3d4-43b3-833f-79343215e0a6'],,
anaak_786a66da-ee64-4cd0-b5d7-d98c0ee6d3be,,2018-07-06T19:32:40Z,2018-07-06T19:32:40Z,anaak,stem,,{},,['07fb59c9-0be7-494f-aad7-75903f506c21'],,
papuuj_7915d923-4f4c-4561-b7d2-ae701a0032ec,,2018-07-07T17:43:45Z,2018-07-07T17:44:26Z,papuuj,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},paˈpu:j,['81d6c196-eabe-45cf-9c25-3f10765bbb5b'],,
juʔ1_7bb13b61-6e0f-4bd3-9889-18139d7bb2ac,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,juʔ,stem,,{},,['d108abdf-f26e-436f-bf25-080eac6d4842'],,
watoor_7c591ae2-72c2-4bc3-8498-908678de5333,,2020-01-08T15:49:25Z,2020-01-08T15:49:59Z,watoor,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},watoːɾ,['3902c7fc-696c-4ef6-8b19-4e7514151736'],,
saro_7c9a7139-0f66-4635-b30c-566983d9e429,,2019-11-05T20:16:10Z,2019-11-05T20:16:10Z,saro,stem,,{},,['40494a38-ab9a-42f0-acc5-ea169a4ab173'],,
wok_7cbf6884-9322-4755-9d87-dc5aa4337b03,,2020-01-26T04:45:57Z,2020-01-26T04:45:57Z,wok,stem,,{},,['e4434cb2-d2a2-42cf-8314-5f09e2ed3605'],,
betaah_7de9cdb6-21a2-4589-b03b-bcb220a50f31,,2020-01-25T04:46:40Z,2020-01-25T04:46:40Z,betaah,stem,,{},,['1095199b-38c7-41d4-84b6-793d88d45b0e'],,
ʃakut_7e862d74-cc61-4b8d-ab41-8e1fc59c0592,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,ʃakut,stem,,{},,['f5a8c947-10cb-4a1e-822f-6960f1529e62'],,
er&apos;oot_81505d8b-502c-4d66-9426-705065ef703a,,2020-01-25T04:33:21Z,2020-01-25T04:33:21Z,er'oot,stem,,{},,['ee00159e-6b77-4ff4-b930-819ff01d1657'],,
maɾakaaw_81a4f1d6-0f63-4473-8154-e6377deca3a7,,2018-06-20T05:09:54Z,2020-01-08T16:24:41Z,maɾakaaw,stem,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},maɾakaːw,['fce96a6e-3ec1-4f43-a264-fb5ba3ab39ad'],,
wabëëh_824e379b-cebb-40ff-b394-d82d94ca0ba4,,2020-01-26T04:22:02Z,2020-01-26T04:22:02Z,wabëëh,stem,,{},,['210d0218-1d55-4492-9bd3-caed91b5518f'],,
gawats&apos;iik_831fce72-2be8-4c82-976b-845706ac864b,,2020-01-25T04:41:26Z,2020-01-25T04:41:26Z,gawats'iik,stem,,{},,['ac399879-b538-46e5-a20c-0b68f23084e8'],,
p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d,,2018-09-03T23:33:33Z,2019-12-15T22:47:34Z,p’ooh,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},poʔoh,['86d16bb4-a2a6-4698-85d5-5452423b4cfc'],,
gõõj_86038736-f33e-4c25-9cbc-fc2ad0515d28,,2018-03-08T07:17:52Z,2018-06-20T01:46:10Z,gõõj,stem,{'bibliography': 'SIL 2011'},{},gõ:j,['77c89938-b4b1-463d-9659-504f4c8f9ebe'],,
p&apos;ëëts hẽ_861f321d-8e0a-420b-ade0-944ee4181915,,2018-07-07T17:37:39Z,2020-01-08T02:14:53Z,p'ëëts hẽ,phrase,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},peʔeɉ hẽʔ],"['91dcc3b9-cc81-41c9-b099-8363fbeba894', 'b4de4d74-e91d-4833-b897-de1c99703bd9']",,
TEST-Oct23_8717e7d0-d24d-47d5-b374-7cb36a00fc67,,2019-10-23T21:30:56Z,2019-10-23T21:30:56Z,TEST-Oct23,stem,,{},,['b2c34180-2aa9-428a-a1c7-5dab00da3065'],,
bä3_87d8763d-27a3-470d-afd7-f76bd5d3b8be,,2020-01-24T01:55:40Z,2020-01-24T01:55:40Z,bä,stem,,{},,['659d284e-a291-416a-be63-f36ba1efcf40'],,
kʹaaw_8aae375a-cd2c-4685-85d4-10982a359288,,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z,kʹaaw,stem,{'bibliography': 'SIL 2011'},{},ka̰:w,['0232ee51-f686-4845-b786-4fd08f2d420e'],,
heh&apos;ëet_8c00cf0e-e5c6-469e-b8b4-c027ab9c2acf,,2019-12-20T15:18:38Z,2019-12-20T15:20:08Z,heh'ëet,stem,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},he'hǝʔǝt,['9d32f9b0-d83b-4c15-8969-88614eba5dcf'],,
na5_8c6bfa36-bf9c-4543-9d2d-eaf58ae1d718,,2020-01-26T04:30:44Z,2020-01-26T04:30:44Z,na,stem,,{},,['18270e0a-67ae-4e9a-964c-8b10f7ec1d3b'],,
iiih_8c793b7c-f6eb-4ce9-804a-62422e2e54bc,,2020-01-25T04:53:30Z,2020-01-25T04:53:30Z,iiih,stem,,{},,['7a419a73-7b40-4aa2-b661-f52e0b3af688'],,
sahõnh2_8e9ff548-76b1-4d49-8674-cc210d0c6f6f,,2020-01-26T04:48:00Z,2020-01-26T04:48:00Z,sahõnh,stem,,{},,['7c6e8ee4-09ba-4359-aa51-f802f5dd0c74'],,
yʉ́k_8ea98caa-1b27-401e-bea3-7d9728cb33e4,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,yʉ́k,stem,{'bibliography': 'Weir 1986'},{},jʌk,['f1837912-357f-46ea-b0f5-83c00e1c9023'],,
baä̃ng_8eee78e8-d82a-4143-9dbf-8ba9be129a85,,2020-01-25T04:37:12Z,2020-01-25T04:37:12Z,baä̃ng,stem,,{},,['4d43a47e-5650-4b02-997a-d25f4d5e332f'],,
kiise_8f58b5b7-d74d-4da4-b15c-ae3ea05ac6aa,,2020-01-25T05:00:34Z,2020-01-25T05:00:34Z,kiise,stem,,{},,['fd1165f4-302b-48cf-a50d-bfab5cd9b108'],,
hadoo_91228118-6e36-4bb1-8876-c6ca8cf2491d,,2018-03-08T07:17:53Z,2019-11-05T20:24:56Z,hadoo,stem,"{'bibliography': 'Epps/Obert; Fieldnotes 2019, SIL 2011'}",{},hado:,['5394f9cf-abdc-4e3e-a300-29ef95af4cd3'],,
he_913ba599-ab12-4f7d-a7ff-a7608634f834,,2020-01-25T04:23:41Z,2020-01-25T04:23:41Z,he,stem,,{},,['f9b8e27f-6ced-4358-b499-9c60ed757249'],,
du sʹuus_96690a92-0b23-4da2-a7bb-ed285e52eb63,,2018-03-22T23:00:41Z,2018-06-20T01:46:10Z,du sʹuus,phrase,{'bibliography': 'SIL 2011'},{},du ʃṵ:ʃ,['73f91042-a5d6-4d33-8f36-d4f41cc605b0'],,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'null_1': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
doo1_96f3879f-cf4c-469d-ac46-4a89f9d8374d,,2018-03-08T07:17:53Z,2018-06-20T02:15:25Z,doo,stem,{'bibliography': 'Weir 1986; 1990 4 e 11'},{},do:,['1973b362-0278-4803-9d9b-0c14e12255b5'],"{'do_fd9bc761-cadc-4cb2-8af8-d271ab95e039': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",
jabaruut_97730e1c-4b00-42dd-bf5f-ae67b93de788,,2018-07-27T20:12:07Z,2018-07-27T20:12:45Z,jabaruut,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},jabaˈɾu:t,['ef54e133-d197-4f71-bea1-8cd979b41d6c'],,
nu sawʹaak_977412f9-7590-45ca-9916-9fae2e70aaba,,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z,nu sawʹaak,phrase,{'bibliography': 'SIL 2011'},{},nu ʃawa̰:k,['9cfe8232-c3c5-435e-8c6e-2780b0bc1008'],,
ka_9861741c-c60d-4c36-bf2e-4a677942b9cb,,2020-01-25T04:43:13Z,2020-01-25T04:44:29Z,ka,stem,,{},,"['92ec9c73-c0f2-4c92-aa2b-43298a721c44', 'd3facc97-5474-485a-b94c-aaaf46366d5b']",,
ʔaʃɔ̰p_9a0f45b4-47f9-4328-94d5-a9404e31e4ef,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,ʔaʃɔ̰p,stem,,{},,['ab82840e-3c79-4f10-a08b-12ed7855322e'],,
ma4_9a1a9a15-e8bb-4980-8472-a9e3253ce731,,2020-01-25T04:20:26Z,2020-01-25T04:20:26Z,ma,stem,,{},,['79e45a99-30ac-4594-9072-47042a765e1f'],,
ahajẽẽ_9ce5dcd1-ded8-4107-bf32-c30a03613752,,2019-12-15T22:36:16Z,2019-12-15T22:38:07Z,ahajẽẽ,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},a'ha'jɛ̃:,['f7fb3e10-1ac1-4d24-b85c-cf7bf3993cb0'],,
agä1_9e97d488-8f8e-490b-89a8-290893ddccc7,,2018-03-22T18:22:12Z,2018-07-10T15:42:00Z,agä,stem,{'bibliography': 'SIL 2011'},{},agʌ,['46b51355-1a5b-431a-b504-3aba4f228a2d'],"{'???_8999f255-71ae-494a-b7f2-80b9925dc4ec': {'type': '_component-lexeme', 'variant-type': 'Plural'}, '???_9494af93-135d-4a7b-bca7-aecc213e08b4': {'type': '_component-lexeme', 'variant-type': 'Causativo'}, '???_bdbe2a73-dfa7-47aa-b8cd-9221c668ec1d': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",
dó2_a08df22d-80e3-4118-9cee-83f37742f065,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,dó,stem,{'bibliography': 'Weir 1994'},{},dɔʔ,['008871fd-4619-4a18-8f3a-e7084bd3eaf6'],,
sahõnh1_a1ab4219-36f5-430c-a606-58f9e05fbf5d,,2018-06-20T05:09:54Z,2020-01-26T04:48:00Z,sahõnh,stem,{'bibliography': 'Weir 1994'},{},ʃahõɲ,['47f25ff7-6c5b-48a8-90bf-80071db11447'],,
ganapog_a26b08ff-079c-493f-b809-9f9d8b7d9474,,2018-07-07T20:55:06Z,2018-07-07T20:55:54Z,ganapog,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},k’anaˈpog˺,['5988c52b-c4a7-40a0-878d-df06c0a3a6f1'],,
gaah_a3c75190-8a05-4f88-928a-b902d20e8ad0,,2018-03-22T21:00:14Z,2018-06-20T01:46:10Z,gaah,stem,{'bibliography': 'SIL 2011'},{},ga:h,['17fa4cea-ea5e-4fac-9e4d-925efe463ffb'],,
tii3_a4240339-00a5-462d-90bb-2cff03dfd820,,2020-01-24T20:40:46Z,2020-01-24T20:40:46Z,tii,stem,,{},,['ec68e577-6f6e-464a-aea6-943f4ed9bd4a'],,
ebaan_a4743021-4fb5-4c67-a96c-b605a21e6d44,,2018-07-08T18:17:57Z,2018-07-08T18:18:53Z,ebaan,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},ʔe ˈbã:n,['a7ca0748-82d5-4f99-8f89-0fef61c7c8ae'],,
hʹëëd1_a60368d9-bc6d-49b9-aeef-eaa8980142fa,,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z,hʹëëd,stem,{'bibliography': 'SIL 2011'},{},hə̰:d,['686f8334-2be2-49a6-98dc-ace6be0253af'],,
w&apos;yyt_a647d290-06f4-42f9-ad43-af7f0dbbe0f2,,2020-01-26T04:22:25Z,2020-01-26T04:22:25Z,w'yyt,stem,,{},,['ddb59a98-a15a-42bb-b7b1-e9065419defb'],,
asëëk_a66ea5e8-0c6b-4415-bf0f-ed7c04faaca2,,2018-03-08T07:17:53Z,2020-01-24T01:30:10Z,asëëk,stem,{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert; 2018'},{},ʔaˈʃǝ:k˺,"['1681b58c-d028-4b6c-af21-833f4abef2ce', '04b58e53-7901-410f-858e-a66532911367']",,
nu mam’ets_a8c51389-ad02-44b3-918d-af90e6e438ba,,2018-07-07T17:39:42Z,2018-07-07T17:40:41Z,nu mam’ets,phrase,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},nũ mãˈmeɉ,['7671c5b4-a8ba-4cf5-9aa7-c6954fd27aeb'],,
