entry_id,bibliography,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
maʃɨ:h_516a18a7-044b-47cb-a43b2b963878253d,Barbosa,2018-06-20T05:09:54Z,,maʃɨ:h,stem,{'Note': 'Predicted phonemic form from source Barbosa.'},{'Barbosa': 'maʃɨːh'},maʃɨ:h,['95555eab-9e7e-4918-b483-452cb9189c4d'],"{'maʃɨːh_516a18a7-044b-47cb-a43b-2b963878253c': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
piʃ_524d6575-0649-4173-b87cf1864f9b813a,Martins,2018-06-20T05:09:53Z,,piʃ,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'piʃ'},piʃ,['b229711f-8858-496c-a6c3-b7de9e7610de'],"{'piʃ1_34779d1b-888c-4885-8c33-f0cb9c912908': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'piʃ2_524d6575-0649-4173-b87c-f1864f9b8139': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
tḭ̃: hẽɲ_524e8f28-14f9-4dc9-a0907da114fd7c8a,SIL Dict 2011,2018-03-08T07:17:53Z,,tḭ̃: hẽɲ,phrase,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'tʹĩĩ hẽnh'},tḭ̃: hẽɲ,['55b7cce4-4891-4d38-86f2-55b14b2c805c'],"{'tʹĩĩ hẽnh_524e8f28-14f9-4dc9-a090-7da114fd7c89': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
do:_53082cdc-d65b-4949-94043a47fd80f8b6,Weir 1994,2018-06-20T05:09:54Z,,do:,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'doo'},do:,['39504ac7-caa4-4fc1-9bcb-367387ee05d1'],"{'doo2_53082cdc-d65b-4949-9404-3a47fd80f8b5': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
bo:r_53a9ee77-0d55-48a2-98e8b90c5cf663ee,Martins,2018-06-20T05:09:53Z,,bo:r,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'boːɾ'},bo:r,['1fd687b5-7fe5-406d-8101-4c39a74ae32b'],"{'boːɾ_53a9ee77-0d55-48a2-98e8-b90c5cf663ed': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
tatɔk_543193f1-37f9-46ea-8153ae2c27968998,SIL Dict 2011,2018-03-08T07:17:53Z,,tatɔk,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'tatók'},tatɔk,['043cdce8-0f4d-4929-b6ad-c47e75810f38'],"{'tatók_543193f1-37f9-46ea-8153-ae2c27968997': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
jɨ̰:t_5433c61f-5cd9-4e4b-a03d7eacb676ef0f,Weir 1990,2018-06-20T05:09:53Z,,jɨ̰:t,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'jxɨɨt'},jɨ̰:t,['3d209f75-cf18-4375-9a39-ecdcb0114c3a'],"{'jxɨɨt_5433c61f-5cd9-4e4b-a03d-7eacb676ef0e': {'type': '_component-lexeme', 'variant-type': 'Weir 1990'}}",{}
bu:j_54613d00-08ea-44ed-b99659610ba3cac7,SIL Dict 2011,2018-03-08T07:17:53Z,,bu:j,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'buuj'},bu:j,['1dc2b52c-0251-466e-a1c1-ef2df999a24c'],"{'buuj_54613d00-08ea-44ed-b996-59610ba3cac6': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
ma _54824c04-d384-4521-8a423b26b9a0c86f,Weir 1990,2018-03-29T04:22:11Z,,ma ,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'ma-'},ma ,['c1aa92e2-ff1a-446b-a634-3d996ee423f1'],"{'ma-_54824c04-d384-4521-8a42-3b26b9a0c86e': {'type': '_component-lexeme', 'variant-type': 'Weir 1990'}}",{}
ahõm_558e9afc-9ba2-4539-a7f64f97c105a801,SIL Dict 2011,2018-03-08T07:17:53Z,,ahõm,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'ahõm'},ahõm,['748c43d4-58b7-4a17-9148-b7fb606c05f9'],"{'ahõm2_558e9afc-9ba2-4539-a7f6-4f97c105a800': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c,Martins,2018-06-20T05:09:53Z,,jɔh,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'jɔh'},jɔh,['cc0130d1-ee86-4e4d-9f44-24b6303ce08a'],"{'jɔh_56c233ea-acd0-4bcb-8ae9-a58efc146d9b': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
tɨŋ_5724ff6d-c354-4517-881fba3c003e92d3,Weir 1990,2018-06-20T05:09:54Z,,tɨŋ,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'tɨng'},tɨŋ,['8e788101-8a78-4ef3-8bd4-f6fd04a269a3'],"{'tɨng2_5724ff6d-c354-4517-881f-ba3c003e92d2': {'type': '_component-lexeme', 'variant-type': 'Weir 1990'}}",{}
buŋ_5748fd7b-1d89-45b1-9f10c880f23bf816,SIL Dict 2011,2018-03-22T15:49:02Z,,buŋ,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'bung'},buŋ,['9a4d2677-8bd7-44c0-84a4-35572de60159'],"{'bung_5748fd7b-1d89-45b1-9f10-c880f23bf815': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
nu:j jɛ_5771cfc1-30a5-421d-bff12c45eb76fffa,SIL Dict 2011,2018-03-08T07:17:52Z,,nu:j jɛ,phrase,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'nuuj jé'},nu:j jɛ,['6ca11793-9b86-4f94-885f-bd6293980612'],"{'nuuj jé_5771cfc1-30a5-421d-bff1-2c45eb76fff9': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
caba̰:t_57b2a7c2-5262-4406-921f931309005108,SIL Dict 2011,2018-03-08T07:17:53Z,,caba̰:t,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'tsabʹaat'},caba̰:t,['c5dadd4f-a0d6-4385-bc10-bb1ff25313e5'],"{'tsabʹaat_57b2a7c2-5262-4406-921f-931309005107': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
puh_57bb72df-4cf6-4402-bd614bed152962c1,SIL Dict 2011,2018-03-08T07:17:53Z,,puh,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},"{'Martins': 'puh', 'Sil Dict 2011': 'puh'}",puh,['e5c980c3-0c6d-4eda-a360-d37a5e7c831d'],"{'puh3_a5bb9430-9753-43ce-9a45-921f401b2cf1': {'type': '_component-lexeme', 'variant-type': 'Martins', 'summary': 'espuma'}, 'puh4_3e5a002d-3c9a-4d6e-b54d-d47c7a488500': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'puh1_57bb72df-4cf6-4402-bd61-4bed152962c0': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
bo̰:w_58f3af21-562e-4ed9-a323803b746fa4b7,SIL Dict 2011,2018-03-08T07:17:53Z,,bo̰:w,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'bʹoow'},bo̰:w,['98b46c4c-76e6-465d-9645-6c4d2ad40186'],"{'bʹoow_58f3af21-562e-4ed9-a323-803b746fa4b6': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
nu: me_5921bae6-4777-4444-be41a1db8d4ba21e,Epps/Obert Fieldnotes 2019,2018-03-08T07:17:53Z,2019-12-05T23:48:02Z,nuu me,phrase,"{'Note': 'Predicted phonemic form from source Sil Dict 2011.','bibliography': 'Epps/Obert; Fieldnotes 2019'}",{'Sil Dict 2011': 'nuu me'},nu: me %OR% nu: me,"['cd09681e-9844-4f3d-8ca5-67a43f1a3b79', 'cd09681e-9844-4f3d-8ca5-67a43f1a3b79']","{'nuu me_5921bae6-4777-4444-be41-a1db8d4ba21d': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
manɨh_59b15e4a-d1a6-4c95-a8b54554b63a4cf9,Weir 1994,2018-06-20T05:09:54Z,,manɨh,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'manɨh'},manɨh,['0ac6008a-f953-448f-ade2-b00e79a69d60'],"{'manɨh_59b15e4a-d1a6-4c95-a8b5-4554b63a4cf8': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
ɨ̃:j_5a1c00f9-4ec3-4e16-b5fe91e9b4916736,SIL Dict 2011,2018-03-08T07:17:53Z,,ɨ̃:j,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'ỹỹj'},ɨ̃:j,['d3785227-56a8-4a36-b4f5-5179f1c0cf0c'],"{'ỹỹj_5a1c00f9-4ec3-4e16-b5fe-91e9b4916735': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b,Martins,2018-06-20T05:09:53Z,,ʃa:h,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'ʃaːh'},ʃa:h,['712567a4-87fb-40b6-9742-ec2eb1a9b757'],"{'ʃaːh_5b3da68a-6968-434c-b4b0-7f6f03dba96a': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
bʌp pa:h_5b916bfd-0668-4638-82cc6e980917b4ab,SIL Dict 2011,2018-03-08T07:17:53Z,,bʌp pa:h,phrase,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'bäp paah'},bʌp pa:h,['b0ff496e-2353-4333-9178-eb4c29cd3f1e'],"{'bäp paah_5b916bfd-0668-4638-82cc-6e980917b4aa': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
baho̰:d_5cc0dedf-d5e2-4ecc-bcfd2380f2e3b862,SIL Dict 2011,2018-03-08T07:17:53Z,,baho̰:d,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'bahʹood'},baho̰:d,['f433bb50-cdaa-4c3f-a78e-2cd98dcdce85'],"{'bahʹood_5cc0dedf-d5e2-4ecc-bcfd-2380f2e3b861': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
awə:ɲ_5d354e7a-373f-43e7-a04d51fa7ec24098,SIL Dict 2011,2018-03-08T07:17:52Z,,awə:ɲ,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'awëënh'},awə:ɲ,['af14f041-4eb0-4cc5-a2b4-4eca984911d4'],"{'awëënh_5d354e7a-373f-43e7-a04d-51fa7ec24097': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
wapi:t_5d48e59f-e89b-450f-a91e94535ea368c7,Barbosa,2018-06-20T05:09:54Z,,wapi:t,stem,{'Note': 'Predicted phonemic form from source Barbosa.'},{'Barbosa': 'wapiːt'},wapi:t,['4341ee7a-6fea-49e8-aed4-11164ddab9e0'],"{'wapiːt_5d48e59f-e89b-450f-a91e-94535ea368c6': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
pa:h_5d6b8726-aa64-4b93-9329884a1e4b1af9,SIL Dict 2011,2018-03-08T07:17:52Z,,pa:h,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'paah'},pa:h,['18bb2726-1e99-418a-ad5b-537ea67f2ac5'],"{'paah_5d6b8726-aa64-4b93-9329-884a1e4b1af8': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
tʌ_5ea024ce-8d5b-461c-ae9697daffe5dbb1,Epps/Obert Fieldnotes 2019,2018-03-08T07:17:53Z,2019-12-21T20:47:34Z,tä,stem,"{'Note': 'Predicted phonemic form from source Sil Dict 2011.','bibliography': 'Epps/Obert; Fieldnotes 2019'}","{'Barbosa': 'tʌʔ', 'Weir': 'tʉ́', 'Sil Dict 2011': 'tä'}",tʌ %OR% tʌ,"['71a959cb-ec10-4807-9737-5effea2f547c', '71a959cb-ec10-4807-9737-5effea2f547c']","{'tʌʔ_41669841-777f-4779-84d5-7b7bd263f7c5': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'comida'}, 'tʉ́1_d009493f-0c14-4cfc-a8a5-0d54484ed84b': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1990; food'}, 'tä_5ea024ce-8d5b-461c-ae96-97daffe5dbb0': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",
ego̰:k_5ec7aac4-cca0-47a4-a577600f5e9d0f3,SIL Dict 2011,2018-03-08T07:17:53Z,,ego̰:k,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'egʹook'},ego̰:k,['060fcd69-4092-44c0-921c-ad969353f142'],"{'egʹook_5ec7aac4-cca0-47a4-a577-0600f5e9d0f2': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
ahõŋ_5eceaf57-d989-4dc1-9a1f72045734eeee,SIL Dict 2011,2018-03-22T23:19:24Z,,ahõŋ,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},"{'Martins': 'hɔ̃ŋ', 'Sil Dict 2011': 'ahõng'}",ahõŋ,['448e8a67-7498-47a0-9b57-d6950350b087'],"{'hɔ̃ŋ_80287da4-afa8-4514-bff8-69b869150d60': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'ahõng_5eceaf57-d989-4dc1-9a1f-72045734eeed': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
eʃa̰:k_5f8affce-0fec-4b50-95aec2f3a8c3ad74,SIL Dict 2011,2018-03-08T07:17:52Z,,eʃa̰:k,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'esʹaak'},eʃa̰:k,['9efb0410-2dd1-424f-b9d1-3dadf8a8aa9f'],"{'esʹaak_5f8affce-0fec-4b50-95ae-c2f3a8c3ad73': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
abə̰:h_61005ddd-f254-40c6-b2cd2f1a0e5ce7b5,SIL Dict 2011,2018-03-08T07:17:52Z,,abə̰:h,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'abʹëëh'},abə̰:h,['af5b17b1-8339-44fa-aace-571fa3b52be2'],"{'abʹëëh_61005ddd-f254-40c6-b2cd-2f1a0e5ce7b4': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
hamʌh_611ef3be-8c5e-49a9-94c9f1121405e644,SIL Dict 2011,2018-03-08T07:17:53Z,,hamʌh,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'hamäh'},hamʌh,['82e62d21-d2e9-4892-98c7-333a61d51295'],"{'hamäh_611ef3be-8c5e-49a9-94c9-f1121405e643': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
bə̰:p_61864f59-37ff-4169-92dcb8034e5db3e4,SIL Dict 2011,2018-03-08T07:17:53Z,,bə̰:p,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'bʹëëp'},bə̰:p,['f1c818c6-44a5-4e92-ae12-4bebeb71ac8c'],"{'bʹëëp_61864f59-37ff-4169-92dc-b8034e5db3e3': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
hẽɲ_63c8102a-b241-4712-a83870b21b5a086f,Epps/Obert Fieldnotes 2019,2018-03-22T21:31:03Z,2019-11-25T02:14:33Z,hẽnh,stem,"{'Note': 'Predicted phonemic form from source Sil Dict 2011.','bibliography': 'Epps/Obert; Fieldnotes 2019'}",{'Sil Dict 2011': 'hẽnh'},hẽɲ %OR% hɛ̃ɲ,"['84d82e2b-10a2-4d5b-bf3b-843910321938', '84d82e2b-10a2-4d5b-bf3b-843910321938']","{'hẽnh_63c8102a-b241-4712-a838-70b21b5a086e': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'noo hẽnh_02548d67-7403-4ae6-be8f-4064def13b13': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",
karahə̰:c_64589d1d-687e-431a-943415abd119336a,SIL Dict 2011,2018-03-08T07:17:53Z,,karahə̰:c,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'karahʹëëts'},karahə̰:c,['b1143fea-aa0e-4892-b684-fe3641bcad19'],"{'karahʹëëts_64589d1d-687e-431a-9434-15abd1193369': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
cawɨb_648111f5-c15d-4352-891c4045cc48f03,Barbosa,2018-06-20T05:09:54Z,,cawɨb,stem,{'Note': 'Predicted phonemic form from source Barbosa.'},{'Barbosa': 'ɟawɨb'},cawɨb,['4d2eeda7-e400-4897-9e72-7fefc0de3b04'],"{'ɟawɨb_648111f5-c15d-4352-891c-04045cc48f02': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
nãbə:h_651b7186-2efe-494e-bd70791d8693818a,Martins,2018-06-20T05:09:53Z,,nãbə:h,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'nãbɤːh'},nãbə:h,['7d3181fb-5f14-4f1f-b186-25785ebecb87'],"{'nãbɤːh_651b7186-2efe-494e-bd70-791d86938189': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
hajẽm_651f8cf6-18b6-4b11-9e4cef83d23e51d9,SIL Dict 2011,2018-03-08T07:17:53Z,,hajẽm,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'hajẽm'},hajẽm,['390ec086-40fc-48fd-a775-fa235d5583eb'],"{'hajẽm_651f8cf6-18b6-4b11-9e4c-ef83d23e51d8': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
hi:h_66d26891-79d8-4e55-bd384345ac314077,Martins,2018-06-20T05:09:53Z,,hi:h,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'hiːh'},hi:h,['fa3726e8-ddd6-455c-9b3a-a9ef809d6cb3'],"{'hiːh_66d26891-79d8-4e55-bd38-4345ac314076': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
jara:k_67892484-cc37-4642-b7d8f72b736f6255,Barbosa,2018-06-20T05:09:54Z,,jara:k,stem,{'Note': 'Predicted phonemic form from source Barbosa.'},{'Barbosa': 'jaɾaːk'},jara:k,['d5618481-3a56-45bc-803c-b8a4de30bd81'],"{'jaɾaːk_67892484-cc37-4642-b7d8-f72b736f6254': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
awẽn_67ab9868-f5fd-4e70-ba5e5f6f1fc08f4,SIL Dict 2011,2018-03-08T07:17:53Z,,awẽn,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'awẽn'},awẽn,['2cdcf756-2f7e-43bd-9bb9-a85978065686'],"{'awẽn_67ab9868-f5fd-4e70-ba5e-05f6f1fc08f3': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
jabaʃ_680ab096-1c0d-4af3-9dc892f2320e067f,SIL Dict 2011,2018-03-08T07:17:53Z,,jabaʃ,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'jabas'},jabaʃ,['a7fbf75e-4592-4194-8d79-3474f17d08f4'],"{'jabas_680ab096-1c0d-4af3-9dc8-92f2320e067e': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
waraja_683c1d7f-eef3-4a57-a336e0efda31e703,SIL Dict 2011,2018-03-08T07:17:53Z,,waraja,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'waraja'},waraja,['a9f29c8b-73ea-49d4-9031-1586721fd962'],"{'waraja_683c1d7f-eef3-4a57-a336-e0efda31e702': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
me_69935547-234c-452b-a3976c630519530,SIL Dict 2011,2018-03-08T07:17:53Z,,me,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},"{'Weir': 'me', 'Sil Dict 2011': 'me'}",me,['8924887b-cdf7-4ff1-8f77-11972f9c2cfa'],"{'me2_b636faa8-d192-455f-a9c4-c233998d4085': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1986; by means of'}, 'me3_55d072cd-437b-41d7-91ee-f93cf6856d86': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'me1_69935547-234c-452b-a397-06c63051952f': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
ko:k_6a2444a1-51f9-429d-83ad2dbc45c37cc7,Weir 1994,2018-06-20T05:09:54Z,,ko:k,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'kook'},ko:k,['af9a43fb-27a6-45d7-9e2d-c45de208723a'],"{'kook_6a2444a1-51f9-429d-83ad-2dbc45c37cc6': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
bo:h_6a7b644a-7672-4290-94f54f812ad24773,Martins,2018-06-20T05:09:53Z,,bo:h,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'boːh'},bo:h,['38935f92-5666-4fcd-b8b7-49312a5da4a3'],"{'boːh_6a7b644a-7672-4290-94f5-4f812ad24772': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
jɔ(:)n_6baf0fad-5cbf-43ae-ab675b57b7caacce,Barbosa,2018-06-20T05:09:54Z,,jɔ(:)n,stem,{'Note': 'Predicted phonemic form from source Barbosa.'},{'Barbosa': 'jɔ(ː)n'},jɔ(:)n,['18b3c387-e206-412f-b0dc-5b0776ecbe6c'],"{'jɔ(ː)n_6baf0fad-5cbf-43ae-ab67-5b57b7caaccd': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
watu:r_6c6d6af3-914f-4223-af5b893f529f5157,Barbosa,2018-06-20T05:09:54Z,,watu:r,stem,{'Note': 'Predicted phonemic form from source Barbosa.'},{'Barbosa': 'watuːɾ'},watu:r,['e75d1c68-c38d-49b5-b8c5-1ec453549fec'],"{'watoːɾ_aab6381d-36d6-4393-8125-63736f1d57b6': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}, 'watuːɾ_6c6d6af3-914f-4223-af5b-893f529f5156': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{}
da:b_6c6f913f-603e-4dd7-99d1c9122d333284,Martins,2018-06-20T05:09:53Z,,da:b,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'daːb'},da:b,['049bfb50-0aed-4fd9-824d-35e46740aa3c'],"{'daːb_6c6f913f-603e-4dd7-99d1-c9122d333283': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
tug_6c751529-23ec-405f-bec2ac9a1cd2a827,SIL Dict 2011,2018-03-08T07:17:53Z,,tug,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'tug'},tug,['439a5426-ee98-47a9-af9b-0e6285924bf3'],"{'tug_6c751529-23ec-405f-bec2-ac9a1cd2a826': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
wapad_6d1f39e4-a447-4cba-b3ffb4b8f1eed9af,Epps/Obert Fieldnotes 2019,2018-06-20T05:09:53Z,2019-12-04T23:37:44Z,wapad,stem,"{'Note': 'Predicted phonemic form from source Martins.','bibliography': 'Epps/Obert; Fieldnotes 2019'}",{'Martins': 'wapad'},wapad %OR% wa'pad,"['00044171-b90b-4bf3-a830-42baef578fee', '00044171-b90b-4bf3-a830-42baef578fee']","{'wapad_6d1f39e4-a447-4cba-b3ff-b4b8f1eed9ae': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",
mahaŋ_6da7140a-20bc-4055-a9dd9fe336967a75,Epps/Obert Fieldnotes 2019,2018-06-20T05:09:53Z,2020-01-08T18:44:41Z,mahang,stem,"{'Note': 'Predicted phonemic form from source Weir.', 'bibliography': 'Epps/Obert; Fieldnotes 2019, Weir 1990'}",{'Weir': 'mahang'},mahaŋ %OR% mahaŋ,"['280d9220-4451-4b31-81f9-a767b1ad7ea8', '280d9220-4451-4b31-81f9-a767b1ad7ea8']","{'mahang_6da7140a-20bc-4055-a9dd-9fe336967a74': {'type': '_component-lexeme', 'variant-type': 'Weir 1990'}}",
ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64,Weir 1994,2018-06-20T05:09:54Z,,ʃa:h,stem,{'Note': 'Predicted phonemic form from source Weir.'},{'Weir': 'saah'},ʃa:h,['6ebf9868-76ba-4039-9450-11b92fa2aace'],"{'saah_6e02a210-1c01-428c-a1b3-d6080453fb63': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{}
datu_6e26e381-4219-4b74-933370f0ea5f6d4d,SIL Dict 2011,2018-03-08T07:17:53Z,,datu,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'datu'},datu,['ce053eba-199c-4a7f-b68e-92bc031b52b9'],"{'datu_6e26e381-4219-4b74-9333-70f0ea5f6d4c': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
mahõk_6e9f39fd-5ff5-47ac-b69e1c9432b66c91,SIL Dict 2011,2018-03-08T07:17:53Z,,mahõk,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'mahõk'},mahõk,['449e256e-85a4-465c-bcf3-571d63f37366'],"{'mahõk_6e9f39fd-5ff5-47ac-b69e-1c9432b66c90': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
jɔ̃:w_6ebd14c0-8179-41f0-ab5e4b513be56744,Martins,2018-06-20T05:09:53Z,,jɔ̃:w,stem,{'Note': 'Predicted phonemic form from source Martins.'},"{'Martins': 'jɔ̃ːw', 'Barbosa': 'jɔ̃ːw'}",jɔ̃:w,['49b83cb5-7388-4f68-a3f6-6b7542eb1184'],"{'jɔ̃ːw1_6ebd14c0-8179-41f0-ab5e-4b513be56743': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
ʃɔ:p_6ed80681-abaa-4ad6-894e771dfb41aa9d,Martins,2018-06-20T05:09:53Z,,ʃɔ:p,stem,{'Note': 'Predicted phonemic form from source Martins.'},{'Martins': 'ʃɔːp'},ʃɔ:p,['4f4ceaa2-5cea-40f7-9d90-fc417b604cd2'],"{'ʃɔːp_6ed80681-abaa-4ad6-894e-771dfb41aa9c': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{}
daruŋ_6eef50fb-81f8-4589-9a04d859e7d005ba,SIL Dict 2011,2018-03-08T07:17:53Z,,daruŋ,stem,{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},{'Sil Dict 2011': 'darung'},daruŋ,['dd1f1e57-ea99-4a11-ab8f-2866b4292180'],"{'darung_6eef50fb-81f8-4589-9a04-d859e7d005b9': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{}
