entry_id,bibliography,citation_form,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
ahỹỹh_f733ec49-2377-44b4-8f60-a93e6a22ff4e,Fieldnotes Epps/Obert 2019,hỹỹh,2018-03-08T07:17:53Z,2019-11-05T20:13:48Z,ahỹỹh,stem,{},"{'Sil Dict 2011': 'ahỹỹh', 'SIL Dict 2011': 'Não indicativo, Plural: ahʹỹỹh'}",ahɨ̃:h,['cfb72c47-6bca-4512-b4e7-1e8694eb96aa'],"{'ah&apos;ỹỹ_014da936-e5cd-4990-ada4-17cbaa8a737a': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'ah&apos;ỹỹh_135b490e-7cf7-4eff-8dca-45dfe71ddf22': {'type': '_component-lexeme', 'variant-type': 'Não indicativo, Plural'}}",
ajat_32eac6de-1dac-4fe7-96eb-afb8fdd8a693,Fieldnotes Epps/Obert 2018,jat,2018-07-10T15:39:39Z,2019-12-04T23:38:53Z,ajat,stem,{},{},ʔaˈjat,"['d86d7892-a9dd-4711-bde6-a91c478f0b29', '201a34be-a730-4730-86eb-8fc5fe241de4']",{},
ajeet_3d73abe6-662f-4c45-aaa2-b369c35d7215,Fieldnotes Epps/Obert 2019,jeet,2019-12-15T23:27:01Z,2019-12-15T23:27:45Z,ajeet,root,{},{'Sil Dict 2011': '(a)jeet'},aje:t,['cd44d40d-2650-453a-b993-291f1a061025'],"{'jeet_220ffd2f-601c-4037-99e5-b77addc9d924': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",
ä̃nh tug_a6b4dba4-6166-49c8-a046-e79fc35d1442,Fieldnotes Epps/Obert 2019,,2019-11-15T21:37:05Z,2019-11-15T21:39:51Z,ä̃nh tug,phrase,"{'Note': ""Refers to the brother in law from the sister's brother perspective.""}",{},ʔʌ̃ɲ tug,['3ae6ec22-3711-45a8-a8cd-75561bba3bf9'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
as’aats_0824071b-53d6-41b3-bab0-0acf2fd799c9,Fieldnotes Epps/Obert 2019,,2019-12-04T23:20:22Z,2019-12-04T23:24:02Z,as’aats,root,{},{},aʃaʔaɟ,['226559e8-a537-42fb-b6fb-91c5c5cb10b8'],{},
as’ood_2429c661-7285-4980-b42a-6dab55481b61,Fieldnotes Epps/Obert 2019,,2019-12-15T23:30:27Z,2019-12-15T23:31:41Z,as’ood,root,{},{'Sil Dict': '(a)sok'},aʃoʔod,['88f321a5-ebf6-4605-82d3-2f6b711b18ab'],{},
asëëk_a66ea5e8-0c6b-4415-bf0f-ed7c04faaca2,Fieldnotes Epps/Obert 2018,sëëk,2018-03-08T07:17:53Z,2020-01-24T01:30:10Z,asëëk,stem,{},{'SIL Dict 2011': 'Não indicativo: asʹëëg'},ʔaˈʃǝ:k˺,"['1681b58c-d028-4b6c-af21-833f4abef2ce', '04b58e53-7901-410f-858e-a66532911367']",{},
asëm_dc855a5e-e265-4869-9faa-8947234d666a,Fieldnotes Epps/Obert 2019,,2020-01-08T15:20:52Z,2020-01-08T15:21:58Z,asëm,root,{},{},a'ʃəm,['fa048f7f-0e49-47d8-af8d-e5f45ec6051e'],{},
asok_3b09d234-1d9d-43fa-8d85-1600b775eff2,Fieldnotes Epps/Obert 2019,sok,2018-03-08T07:17:53Z,2019-11-21T21:21:28Z,asok,stem,{},"{'SIL Dict 2011': 'Não indicativo: asog, Singular: adoo'}",aʃok,['5e258d04-075c-4fb5-96a5-c8798ff6952f'],"{'sok_e4291635-cb02-4a7d-b79d-3a8216aa1e82': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",
asyng_c623ba7c-cc1f-4512-8633-6f2b396b2291,Fieldnotes Epps/Obert 2019,syng,2019-11-05T16:12:51Z,2019-11-05T16:15:01Z,asyng,root,{},{'Sil Dict 2011': '(a)syng'},aʃɨŋ,['a9fda427-7afb-4ae7-88c6-ab4f28244c09'],"{'syy_b38cc436-4e22-47f3-b125-5e562663c1f6': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'syng_b5be77fa-beec-4537-9487-b41368760940': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'syyh_cf60c370-545f-49d8-9d75-c43de0dcbcbc': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",
atsëë_e8b38791-7aed-416c-b546-7186f67846fa,Fieldnotes Epps/Obert 2019,,2019-12-13T13:55:39Z,2019-12-13T13:56:39Z,atsëë,root,,{},ʔaˈtʃ’ǝ:,['06d120ab-2347-4342-8825-84f7f0790cfc'],{},
atsyyt_e18b9c42-e5b3-43c4-becd-492915a3d5ec,Fieldnotes Epps/Obert 2019,tsyyt,2019-12-15T23:20:25Z,2019-12-15T23:21:35Z,atsyyt,root,{},{},atʃɨ:t,['9479b433-c5d6-4db9-9f87-fa629fae7ea4'],{},
baranaad_ca58ea95-7b7b-470f-8564-ab7a99c04b5c,Fieldnotes Epps/Obert 2019,,2020-01-08T15:42:57Z,2020-01-08T15:43:56Z,baranaad,root,,{},ba'ɾana:d,['572d74dc-be2f-4304-ad8e-b808c3a77d96'],{},
bedah_3284c240-33c0-4005-86e4-1121b860752b,Fieldnotes Epps/Obert 2019,,2019-12-21T00:41:13Z,2019-12-21T00:42:16Z,bedah,root,{},{},be'dah,['5859e8be-dfa8-410c-82f4-7bf8eacc66e3'],{},
bii_fb6c7157-1b9b-4d1b-9926-dcdea3043357,Fieldnotes Epps/Obert 2019,,2020-01-08T16:31:55Z,2020-01-08T16:32:27Z,bii,root,{},{},bi:,['c3289519-a345-4131-b8bb-1980eccfe4ef'],{},
biin_b2e517bb-acfb-4a33-9270-f9596069cab5,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-12-18T21:40:49Z,biin,stem,{},"{'Weir': 'biin (treat)', 'Sil Dict 2011': 'biin'}",bi:dn,"['f1490919-44a1-4678-9ecc-0bbb37f55c01', '15d49ce0-f774-48d7-9c2d-781886f6881d']",{},
boog k’ëë_81435cf0-36f9-4172-a499-c843ad7b894b,Fieldnotes Epps/Obert 2019,,2019-11-06T15:53:10Z,2019-11-06T15:56:15Z,boog k’ëë,phrase,,{},bo:g k'ə:,['eb93b827-45ed-4a0d-9c9a-0df8b0a9291f'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Compound'}}"
boog säg_1ebdcd1c-797a-4f7e-acb2-80d18823ae02,Fieldnotes Epps/Obert 2019,,2019-12-18T21:37:55Z,2019-12-18T21:39:46Z,boog säg,stem,,{},bo:g ʃʌg,['d84fdbad-7506-4423-99f8-9eb7696ea304'],{},"{'boog_62ca10cf-1f6b-4649-90fa-b022c5c34283': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Compound'}, 'säg2_2d575f27-16ba-4d8b-b93b-c3707a2b03f8': {'type': '_component-lexeme', 'complex-form-type': 'Compound'}}"
dajëp tũ_bb4fa396-a6ce-4e64-b8fa-c8afcda2af2e,Fieldnotes Epps/Obert 2019,,2020-01-08T19:07:25Z,2020-01-08T19:10:14Z,dajëp tũ,phrase,{},{},da'jəp tũ,['908364ac-a9e0-44b7-8640-87f59422ab67'],{},"{'tũ_22152a27-e164-405e-b4b5-f3b9d7f6331d': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}"
dõm sapuu_e51c25f2-04f8-415c-bd67-bdf0c7086f2e,Fieldnotes Epps/Obert 2019,,2020-01-08T19:05:08Z,2020-01-08T19:06:42Z,dõm sapuu,phrase,{},{},dɔ̃m ʃapu:,['27d73ce1-3364-481b-b46a-f3048ea1afaf'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
e’ỹỹm_f10c9014-71b7-47c5-94e5-6838e40da1fe,Fieldnotes Epps/Obert 2019,’ỹỹm,2019-11-11T00:37:02Z,2019-11-11T00:39:45Z,e’ỹỹm,root,{},{},eɨ̃ʔɨ̃m,['d2cd4bc5-f981-405c-ae4f-9f04be878033'],{},
eaanh_e191c5c4-84dc-4992-8e69-7106fe0c00c8,Fieldnotes Epps/Obert 2019,aanh,2019-12-21T00:52:43Z,2019-12-21T00:54:29Z,eaanh,root,{},{},e'a:ɲ,['df9ffee0-83e0-48d6-a5ef-a8b3e058cd4c'],{},
edëng_860a5da2-298a-4c6e-a638-812c28b0d9b4,Fieldnotes Epps/Obert 2019,dëng,2019-12-15T23:11:48Z,2019-12-15T23:13:13Z,edëng,root,{},{},edǝŋ,['f27b913b-a63b-42c6-a01c-84a178bac997'],{},
ehab_e92f47c7-413d-4a3d-8c1f-019ff0dd12ed,Fieldnotes Epps/Obert 2019,hab,2019-12-21T00:57:24Z,2019-12-21T00:58:42Z,ehab,root,{},{},e'hab,"['a3773761-2f82-4d58-812a-d077513d12d4', '1f4f4169-904b-4a7f-ac50-b7a6b83b5a44']",{},
ej_bb32a683-82cb-4f58-9c43-4bf0196986e9,Fieldnotes Epps/Obert 2019,,2019-11-05T14:30:09Z,2019-11-05T14:31:19Z,ej,stem,{},{},,"['8a5cf3f8-e05d-4bc2-b1ac-297efa2f2bf5', 'a0848547-2f34-4640-bbb3-534668f9d38b']",{},
ejä_532c594b-61f9-462e-a732-752bf0736a08,Fieldnotes Epps/Obert 2019,jä,2020-01-08T15:24:15Z,2020-01-08T15:25:02Z,ejä,root,{},{},ejʌ,['b7011c15-b37e-41d0-9891-6ce3de8fcfa7'],{},
ejäm_617a8588-a4c9-4f09-9bac-7006c8e84e31,Fieldnotes Epps/Obert 2018,jäm,2018-07-15T21:37:01Z,2020-01-08T15:25:51Z,ejäm,stem,{},{},ʔeʔjʌbm,"['cb90b4c0-0aba-4155-b52c-b12c07a05d29', 'a95b720f-520f-4c1e-a1b7-8ff10b36a797']",{},
ejeets_b9552483-6582-4d2b-bef6-1e4de0ab1e12,Fieldnotes Epps/Obert 2019,jeets,2019-12-15T23:00:46Z,2019-12-31T13:58:23Z,ejeets,root,{},{},eje:ɟ,['6567ddd4-85ad-44f1-8404-3f48f1c49518'],{},
enäm_a4ce9537-6c41-4dd3-ad67-aeda7f6cc674,Fieldnotes Epps/Obert 2019,näm,2019-12-31T13:37:23Z,2019-12-31T13:39:06Z,enäm,root,{},{},e'nʌm,"['81f0afbd-9467-4619-97e2-fa948b853d99', '63f5973d-c6cc-43fe-87f4-86380d9a5fa9']",{},
etsaa_7d0273f5-bfcc-4597-943c-39bb22d1dfff,Fieldnotes Epps/Obert 2019,tsaa,2019-11-21T21:47:27Z,2019-11-21T21:48:48Z,etsaa,root,{},{},etɟa:,['e001a365-37bd-4697-a3e2-a579566b2134'],"{'taheen n&apos;aa getsa doo_e91e270e-f253-4f7d-97e7-501f7659b3a0': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",
etsén_412c9d80-d967-4e56-9853-38c91ef3e7e0,Fieldnotes Epps/Obert 2018,tsén,2018-07-09T23:50:13Z,2019-11-21T22:03:05Z,etsén,stem,{},{},ʔeˈtʃ’ɛdn,"['1f28a180-d670-4a3c-b78d-affe87b98f8a', '2561994b-2c73-4434-a5b9-7bb97708e820']","{'ji etsen dooh_a752ee65-1d41-4313-b34f-bf4fb2d8760e': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",
g’aad_ea94d6c7-c31e-417e-a17f-4f560dc6bffa,Fieldnotes Epps/Obert 2019,,2019-12-21T21:11:40Z,2019-12-21T21:12:54Z,g’aad,root,,{},k'aʔad,['b7c06545-a881-463e-a67f-258e72ae3763'],{},
gadoo_9dc76677-06be-4cce-aace-6032dbaa3765,Fieldnotes Epps/Obert 2019,,2019-11-06T15:01:34Z,2019-11-06T15:02:32Z,gadoo,stem,{},{},k'ado:,['28973668-89ef-4c73-8e07-ae0e7f14136d'],{},"{'kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}"
ganä_fa655317-0893-47e1-90dc-679be954cc94,Fieldnotes Epps/Obert 2019,,2019-11-06T14:33:46Z,2019-11-06T14:35:38Z,ganä,root,{},{},k'anʌ,['d35e874c-0adb-4dc9-b01b-ece094821e1e'],{},
h’yy gonäng_e5d6550b-2233-464c-9ef8-cac58dd801bd,Fieldnotes Epps/Obert 2019,,2019-12-31T13:41:23Z,2019-12-31T13:55:11Z,h’yy gonäng,root,{},"{'SIL Dict 2011': ""Plural: h'yy genäh""}",hɨʔɨ k'onʌŋ,['cb2c5845-d64f-4c36-bfb9-75b2e181b3ab'],"{'h&apos;yy genäh_123f5792-a2fc-4a40-845b-50bf3e9390d8': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",
hadë n’aa_a082e41d-4636-434e-b198-dde26d20cd12,Fieldnotes Epps/Obert 2019,,2019-11-21T22:06:40Z,2019-11-21T22:08:47Z,hadë n’aa,phrase,{},{},hadə naʔa,['91e5f0bb-0fda-47e7-93d6-3d91e8bb7d88'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
hadyyd_f89280ab-7d88-4f8b-8b4d-30cbd282e2de,Fieldnotes Epps/Obert 2019,,2019-11-05T15:32:47Z,2019-11-05T15:34:21Z,hadyyd,stem,{},{},ha'dɨ:d,['2996b378-9f4e-4837-a3f2-8cc902e59120'],{},
has’aa_f8f877c8-bb62-4c63-ab3a-127434c9e8b3,Fieldnotes Epps/Obert 2019,,2019-12-15T22:49:21Z,2019-12-15T22:50:38Z,has’aa,root,{},{},haʃaʔa,['26d2d402-c410-4c76-977c-23437075c7ee'],{},
hasus doo_ffaf03b1-23af-4765-b75f-62ec979d7dd0,Fieldnotes Epps/Obert 2019,,2019-12-15T22:52:23Z,2019-12-15T22:53:49Z,hasus doo,phrase,{},{},haʃuʃ do:,['934f9d4e-c6dc-4d59-b337-9b844f0af918'],{},"{'hasus_8597d570-4acf-46a7-b412-a4930d5ecada': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Compound'}, 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1': {'type': '_component-lexeme', 'complex-form-type': 'Compound'}}"
hawẽẽ hẽ_235d602b-4de4-4dfd-82b5-ceacabb88bbd,Fieldnotes Epps/Obert 2019,,2019-11-29T02:48:14Z,2019-11-29T02:48:14Z,hawẽẽ hẽ,phrase,,{},,['4fafc75a-2324-4af2-9610-f98cc09ff3ab'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
hebyy n’aa_b784dbc3-8ec8-4e7d-b277-d853f6f2ecaa,Fieldnotes Epps/Obert 2019,,2019-01-14T03:46:56Z,2019-11-15T21:36:35Z,hebyy n’aa,phrase,"{'Note': ""only used to refer to the brother (hebyy n'aa) of the sister from the brother in law's persepctive. Compare ä̃nh tug""}",{},hebɨ:ʔ naʔaʔ,['024c6853-a275-49fd-906c-b4885db73a46'],{},
heh’ëet_8c00cf0e-e5c6-469e-b8b4-c027ab9c2acf,Fieldnotes Epps/Obert 2019,,2019-12-20T15:18:38Z,2019-12-20T15:20:08Z,heh’ëet,stem,{},{},he'hǝʔǝt,['9d32f9b0-d83b-4c15-8969-88614eba5dcf'],{},
heh’ëët ub_566a78c1-1652-473a-9a64-1619652f7c75,Fieldnotes Epps/Obert 2019,,2019-12-20T15:16:16Z,2019-12-20T15:19:53Z,heh’ëët ub,phrase,{},{},he'hǝʔǝt ubʔ,['d25d866d-7d44-4c74-bd7f-223ea355bdd0'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
hen n’aa_3500dbaa-46d3-4f60-862d-cd481eb4521e,Fieldnotes Epps/Obert 2019,,2020-01-08T17:24:17Z,2020-01-08T17:25:12Z,hen n’aa,phrase,{},{},hen naʔa,['8e2956a5-aab2-4076-b2d2-34735b23f279'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
hewad_432b1491-1cae-4e99-a704-958647dd14fb,Fieldnotes Epps/Obert 2019,,2019-12-15T23:10:08Z,2020-01-22T21:18:48Z,hewad,root,{},{},he'wad,['b16f9292-0e22-4dcc-80d8-fd72cf567952'],{},
hyb n’aa_5ef1ef1c-464b-45e0-b875-d2a39c507c2f,Fieldnotes Epps/Obert 2019,,2019-11-05T15:25:12Z,2019-11-05T15:28:55Z,hyb n’aa,phrase,{},{},hɨb naʔa,['e7d75496-4bad-45c3-bc22-31294f485769'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
its_ba5295b1-91ab-47fa-aa47-63e8444af756,Fieldnotes Epps/Obert 2019,,2019-11-05T16:01:07Z,2019-11-05T16:02:17Z,its,stem,{},{},iɟ,['cc1fd3f1-8d3b-420d-82ad-6e614ec15e18'],{},
j’yy_dc5580cb-f66e-4333-9edc-7b10af35d72a,Fieldnotes Epps/Obert 2019,,2019-12-15T23:22:43Z,2020-01-08T15:30:10Z,j’yy,root,{},{},jɨʔɨ,['ba953fa4-9113-4f96-9cf5-8d2564282527'],{},
j’aah tyd_38868053-3860-4b0c-a196-31868da6d09f,Fieldnotes Epps/Obert 2018,,2018-07-06T20:49:57Z,2019-11-11T00:33:29Z,j’aah tyd,phrase,{'Note': '(ta) j’aah tyd'},{},jaʔah tɨd˺,['0a18fae4-f308-447d-a40d-7f39d3cfecdd'],{},
jé_0bcc2712-1745-411a-9f09-c2770f3ee441,Fieldnotes Epps/Obert 2019,,2019-12-04T23:35:50Z,2019-12-04T23:36:41Z,jé,root,{},{},jɛ,['111c47c8-a05e-4228-ad66-8094a1c36839'],{},
jesog_ee6cca7d-2d4b-4da3-b3dc-5ea6ab4d2e10,Fieldnotes Epps/Obert 2019,,2019-11-21T21:40:19Z,2019-11-21T21:41:46Z,jesog,root,{},{},jeʃok,"['be284cb4-c651-43ec-8303-485752405c6c', 'c5155c72-8e80-449a-a472-8b4099fd8292']",{},
ji_5c846915-d6fc-437b-8c7d-67cffc4f1362,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-11-15T22:58:18Z,ji,stem,{},"{'Martins': 'jiʔ', 'Sil Dict 2011': 'ji'}",ji,"['3bf27487-edce-4483-aa54-0f2a1ae679ed', 'e67bf0c3-c8fb-49e2-970d-3dfe971dc4fe']","{'jiʔ1_31b0b311-2998-49fa-8b37-12703241099c': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'ji wii_a32a18a4-6f7b-485f-970d-b32459229373': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}, 'ji etsen dooh_a752ee65-1d41-4313-b34f-bf4fb2d8760e': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",
ji etsen dooh_a752ee65-1d41-4313-b34f-bf4fb2d8760e,Fieldnotes Epps/Obert 2019,,2019-11-15T22:41:59Z,2019-11-21T22:04:30Z,ji etsen dooh,phrase,{},{},ji etʃen do:h,['90023328-908c-4fef-9ff9-74583dd39b2b'],{},"{'ji_5c846915-d6fc-437b-8c7d-67cffc4f1362': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}, 'etsén_412c9d80-d967-4e56-9853-38c91ef3e7e0': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}, 'doo4_8f96a134-db02-4580-a0d5-0599f0a181e1': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
ji h’ëëd ji ha padahé d’ëëk doo_68169655-85fe-48df-9aa9-de1eba3a8c75,Fieldnotes Epps/Obert 2019,,2020-01-08T19:01:15Z,2020-01-08T19:01:47Z,ji h’ëëd ji ha padahé d’ëëk doo,phrase,{},{},,['945cb3e5-4f03-472a-81b3-11ba8871a41a'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
ji marong tỹỹ etsa n’aa_9f83cc11-4bcc-4168-8c48-362fb1ae61b7,Fieldnotes Epps/Obert 2019,,2020-01-08T18:41:42Z,2020-01-08T18:46:24Z,ji marong tỹỹ etsa n’aa,phrase,{},{},jiʔ maɾõŋ tɨ̃: eɉa naʔa,['2b6cbf6b-96c4-4215-81aa-2f9a6785dca2'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
ji moo t’aah_bc86d67c-d4ca-4304-9fb8-25657c35b382,Fieldnotes Epps/Obert 2019,,2020-01-08T17:26:01Z,2020-01-08T17:27:25Z,ji moo t’aah,phrase,{},{},ji mɔ̃: taʔah,['1999cd4f-c0cf-4664-bf32-b5ae301a83c3'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
jóp_3058b354-3497-4b57-9fa9-605aaa741d02,Fieldnotes Epps/Obert 2019,,2019-12-04T23:24:56Z,2019-12-04T23:25:50Z,jóp,root,{},{},jɔp,['4d3ced9c-7a95-4963-8dd9-b3bce674ce79'],{},
kahũũm_edb14c07-f4e4-49ef-8e80-ffbedcf5072a,Fieldnotes Epps/Obert 2019,,2019-11-21T21:23:50Z,2019-11-21T21:25:13Z,kahũũm,root,{},{},kahũ:m,['2bf40744-8bf9-4877-aca0-1598ed9e2e84'],{},
kanabeed_7f4ff862-1d6a-42ab-ad90-57b6d0e3d52b,Fieldnotes Epps/Obert 2019,,2019-11-12T22:16:24Z,2019-11-12T22:17:30Z,kanabeed,root,{},{},ka'na`be:d,['d80d7148-8da2-4370-8aa7-86b004861c91'],{},
kanatib-na_87f25b2b-a154-45b1-8159-06b576b2c846,Fieldnotes Epps/Obert 2019,,2019-11-12T22:13:57Z,2019-11-12T22:15:04Z,kanatib-na,root,{},{},kanatib na,['9baa95b0-e084-42f1-8a75-b90baef3c2a5'],{},
kanh_8f4d6564-12a4-4e4b-a3f9-4643b6e06816,Fieldnotes Epps/Obert 2019,,2019-12-15T23:14:48Z,2019-12-15T23:17:19Z,kanh,root,{},{},kaɲ,['a23a26e9-92a0-4b78-b78b-f331733371e8'],{},
kaoom_4938a4e2-9691-4b61-b3a2-0233be15194f,Fieldnotes Epps/Obert 2019,,2020-01-08T17:38:57Z,2020-01-08T17:39:30Z,kaoom,root,{},{},ka'o:m,['c66988a8-7cf2-40d1-b09a-457b1e20e579'],{},
kararem_c327fe32-fa08-4442-9314-7c90be48966e,Fieldnotes Epps/Obert 2019,,2020-01-08T17:34:29Z,2020-01-08T17:35:29Z,kararem,root,{},{},ka'ɾa'ɾem,['59df6b09-5e9b-4f8c-9ce0-a5b65585a090'],{},
kawäj_32c807d0-b399-4211-a1df-3a6acfc54ffe,Fieldnotes Epps/Obert 2019,,2019-12-21T20:57:43Z,2019-12-21T20:58:41Z,kawäj,root,{},{},ka'wʌj,['1e3aae98-e214-40f2-b17f-14676b13e1e2'],{},
kawajããn_afa28d54-abe7-4f7e-8f88-3198bb0aa7ca,Fieldnotes Epps/Obert 2019,,2019-11-15T22:16:56Z,2019-11-15T22:18:18Z,kawajããn,root,{},{},ka'wa'ja:n,['c834b3ed-196e-4f8f-b5a5-d85d48259104'],{},
kën_6f5b9df8-599e-4700-8e19-161b33fa21a9,Fieldnotes Epps/Obert 2019,,2019-12-21T01:00:06Z,2019-12-21T01:00:51Z,kën,stem,{},{},kǝn,['3c5d68ec-1a0e-4bb2-90f5-bc95c1170844'],{},
kyyh_abaed6a6-acab-4bad-9909-83f48cf3c884,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-11-06T14:29:12Z,kyyh,root,{},{'Sil Dict 2011': 'kyy(h)'},kɨ:h,"['c20b16fb-880d-4de4-aa1c-8ecbe9fd00d1', 'c1d26ba4-f676-4570-91e7-ad789f0e373d']","{'kyy_59de41e9-b105-4c69-a886-a5bb65ba9afd': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}, 'gadoo_9dc76677-06be-4cce-aace-6032dbaa3765': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",
kyyh gadoo_265a37bf-c66f-4f24-8b62-ce00209b0a68,Fieldnotes Epps/Obert 2019,,2019-11-06T15:00:06Z,2019-11-06T15:01:07Z,kyyh gadoo,phrase,,{},kɨ:h k'ado:,['21038ede-2d5d-4258-a63a-63b508076198'],{},"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
mab_16e3e64e-d991-4ea2-80ce-8e5bd4936d8a,Fieldnotes Epps/Obert 2019,,2019-11-05T19:58:28Z,2019-12-05T23:50:09Z,mab,root,{},{},mab,['e22a927a-971f-4a71-a01e-0bd737c7ab03'],{},
madohoro_4c036b11-ae24-404b-bbac-0687c029e6a1,Fieldnotes Epps/Obert 2019,,2019-12-04T23:31:56Z,2019-12-04T23:33:58Z,madohoro,root,{},{},madoʔhoɾoʔ,['6d988335-4072-4e9c-b2be-e506df6c7789'],{},
mäh_63073248-c558-4fc1-8f4c-63527c9e11c7,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-11-05T19:48:12Z,mäh,stem,{},{},mʌh,['f32eca7d-3619-4f93-b6fa-8152c459e7b3'],{},
mahĩĩn_b3b9947d-577e-4f2f-85f6-6f3a3f49c1ef,Fieldnotes Epps/Obert 2019,,2019-12-21T20:51:49Z,2019-12-21T20:55:11Z,mahĩĩn,root,{},{},ma'hĩ:n,['1ae08eb3-1569-4746-8416-e59ffd15b672'],{},
majoor_c276c6b7-c47e-43a9-a101-732c26dbba0d,Fieldnotes Epps/Obert 2019,,2019-01-14T03:46:55Z,2020-01-08T15:41:47Z,majoor,stem,{},{},mãjo:ɾᵊ,"['9b7058c1-6c0d-4e6f-b310-176ad6fc0dd1', 'f048d404-610e-467b-8533-7ed6a12cb920']",{},
makũũ_b7eaf28f-6761-49ec-ac7f-df774057c02b,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:52Z,2020-01-08T15:40:38Z,makũũ,stem,{},"{'Sil Dict 2011': 'makũũh', 'SIL Dict 2011': 'Não indicativo: dakä'}",makũ:,['339a2390-193b-4e46-b7d9-76429e5bf07d'],{},
makuur_1c99d1e7-ef79-49f2-96cd-c197186797c0,Fieldnotes Epps/Obert 2019,,2020-01-08T15:36:57Z,2020-01-08T15:37:53Z,makuur,root,{},{},ma'ku:ɾᵊ,['ca73efc1-aa22-46e6-acd6-30be305d8a08'],{},
manäh_c495f6aa-c045-4ac5-93b7-4893ac314a2a,Fieldnotes Epps/Obert 2019,,2018-03-08T07:17:53Z,2019-11-25T03:25:02Z,manäh,stem,{},{},manʌh,['ba01ed64-5100-4894-b46f-287c2da93272'],{},
mapara_4f272ff8-0042-4bb4-a55d-213fe743b055,Fieldnotes Epps/Obert 2019,,2020-01-08T16:22:00Z,2020-01-08T16:22:25Z,mapara,root,,{},mapaɾa,['cba1c880-159a-4221-9dae-988e71a37824'],{},
marahuud_579cf0f2-5521-4f7c-8650-e9e7775a6a6d,Fieldnotes Epps/Obert 2018,,2018-09-04T00:32:09Z,2020-01-08T16:23:49Z,marahuud,root,{},"{'Barbosa': 'maɾahuːd', 'Martins': 'maɾahud'}",mãɾahu:d,"['8ba94715-1409-488a-b573-ab5ec502feb8', '2501f0dd-2922-4234-9fad-a39a174f187d', '576c1d73-3876-4f46-bc4e-c81f86d84341']","{'marahud_579cf0f2-5521-4f7c-8650-e9e7775a6a6d ': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",
